Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0013861,0,3/5/17,6:06:48,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,2118,460,"Dormitory-type residence, other                   ",35-36   ,W ,NEWTON                   ,  ,ST  ,: #12-1671                              ,  ,                         ,  ,    
17-0013862,0,3/5/17,6:10:55,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,2116,429,Multifamily dwelling                              ,5,  ,BRADDOCK                 ,  ,PARK,: #WYN2832                              ,  ,                         ,  ,    
17-0013863,0,3/5/17,6:11:08,736,CO detector activation due to malfunction         ,0,0,4,BO             ,Boston                                            ,2116,400,"Residential, Other                                ",34,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013864,0,3/5/17,6:16:07,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,2113,429,Multifamily dwelling                              ,1,  ,SHEAFE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013865,0,3/5/17,6:50:22,733,Smoke detector activation due to malfunction      ,0,0,9,RX             ,Roxbury                                           ,2119,131,"Church, mosque, synagogue, temple, chapel         ",724,  ,SHAWMUT                  ,  ,AVE ,: @MOSQUE-MOSQUE FOR THE PRAISING-ALLAH ,  ,                         ,  ,    
17-0013866,0,3/5/17,6:58:09,522,Water or steam leak                               ,0,0,7,DO             ,Dorchester                                        ,2125,429,Multifamily dwelling                              ,7,  ,SUMNER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013867,0,3/5/17,7:03:24,111,Building fire                                     ,0,0,12,HP             ,Hyde Park                                         ,2136,419,1 or 2 family dwelling                            ,37,  ,ASHEVILLE                ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013868,0,3/5/17,7:09:26,745,"Alarm system activation, no fire - unintentional  ",0,0,1,EB             ,East Boston                                       ,2128,400,"Residential, Other                                ",700,  ,BORDER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013871,0,3/5/17,7:26:07,735,Alarm system sounded due to malfunction           ,0,0,9,JP             ,Jamaica Plain                                     ,2130,400,"Residential, Other                                ",285,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013872,0,3/5/17,7:28:07,440,"Electrical  wiring/equipment problem, Other       ",0,0,8,DO             ,Dorchester                                        ,2124,400,"Residential, Other                                ",113,  ,SHANDON                  ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013873,0,3/5/17,7:43:41,736,CO detector activation due to malfunction         ,0,0,3,CH             ,Charlestown                                       ,2129,419,1 or 2 family dwelling                            ,115,  ,RUSSELL                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013874,0,3/5/17,7:45:40,714,"Central station, malicious false alarm            ",0,0,7,RX             ,Roxbury                                           ,2121,429,Multifamily dwelling                              ,570,  ,WARREN                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013875,0,3/5/17,7:54:52,113,"Cooking fire, confined to container               ",0,0,8,DO             ,Dorchester                                        ,2124,439,"Boarding/rooming house, residential hotels        ",51B     ,  ,NORFOLK                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013877,0,3/5/17,7:58:09,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2116,580,"General retail, Other                             ",699,  ,BOYLSTON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013878,0,3/5/17,8:03:19,522,Water or steam leak                               ,0,0,3,BO             ,Boston                                            ,2108,429,Multifamily dwelling                              ,17-Jul,  ,CHARLES                  ,  ,ST  ,: #INS190                               ,  ,                         ,  ,    
17-0013879,0,3/5/17,8:06:28,714,"Central station, malicious false alarm            ",0,0,6,SB             ,South Boston                                      ,2127,419,1 or 2 family dwelling                            ,753,E ,BROADWAY                 ,  ,    ,                                        ,  ,                         ,  ,    
17-0013880,0,3/5/17,8:22:15,140,"Natural vegetation fire, Other                    ",0,0,8,DO             ,Dorchester                                        ,2124,952,Railroad yard                                     ,1944,  ,DORCHESTER               ,  ,AVE ,: @MBTA STA-ASHMONT                     ,  ,                         ,  ,    
17-0013882,0,3/5/17,8:36:18,440,"Electrical  wiring/equipment problem, Other       ",0,0,3,BO             ,Boston                                            ,2108,429,Multifamily dwelling                              ,17-Jul,  ,CHARLES                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013883,0,3/5/17,8:57:12,571,"Cover assignment, standby, moveup                 ",0,0,     ,               ,NULL,0,900,"Outside or special property, Other                ",560,  ,huntington               ,  ,AVE ,: @BROOKLINE 8222                       ,  ,                         ,  ,    
17-0013884,0,3/5/17,8:59:43,900T,BFD Drill                                         ,0,0,12,HP             ,Hyde Park                                         ,2136,419,1 or 2 family dwelling                            ,41,  ,SUMMER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013885,0,3/5/17,9:05:29,111,Building fire                                     ,250,250,4,BO             ,Boston                                            ,2118,419,1 or 2 family dwelling                            ,153,W ,CANTON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013886,0,3/5/17,9:09:31,745,"Alarm system activation, no fire - unintentional  ",0,0,12,RS             ,Roslindale                                        ,2131,631,"Defense, military installation                    ",675,  ,AMERICAN LEGION          ,  ,HWY ,                                        ,  ,                         ,  ,    
17-0013887,0,3/5/17,9:26:34,444,Power line down                                   ,0,0,12,WR             ,West Roxbury                                      ,2132,900,"Outside or special property, Other                ",        ,  ,LAGRANGE                 ,  ,ST  ,                                        ,  ,LANDSEER                 ,  ,ST  
17-0013888,0,3/5/17,9:30:17,553,Public service                                    ,0,0,6,BO             ,Boston                                            ,2110,888,Fire station                                      ,125,  ,PURCHASE                 ,  ,ST  ,: @BFD RESCUE 1                         ,  ,                         ,  ,    
17-0013892,0,3/5/17,9:46:11,118,"Trash or rubbish fire, contained                  ",0,0,4,BO             ,Boston                                            ,2118,519,"Food and beverage sales, grocery store            ",1102,  ,WASHINGTON               ,  ,ST  ,: @MINGS SUPERMARKET INC - 1102 WASHINGT,  ,                         ,  ,    
17-0013895,0,3/5/17,10:01:04,551,Assist police or other governmental agency        ,0,0,12,JP             ,Jamaica Plain                                     ,2130,419,1 or 2 family dwelling                            ,61,  ,ELDRIDGE                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013896,0,3/5/17,10:01:32,600,"Good intent call, Other                           ",0,0,9,RX             ,Roxbury                                           ,2119,963,Street or road in commercial area                 ,1742,  ,COLUMBUS                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013897,0,3/5/17,10:02:30,400,"Hazardous condition, Other                        ",0,0,9,RX             ,Roxbury                                           ,2119,965,Vehicle parking area                              ,1324,  ,COLUMBUS                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013898,0,3/5/17,10:13:12,531,Smoke or odor removal                             ,0,0,9,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,42F     ,  ,WESTMINSTER              ,  ,CT  ,                                        ,  ,                         ,  ,    
17-0013899,0,3/5/17,10:25:15,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2215,429,Multifamily dwelling                              ,191-195 ,  ,PARK                     ,  ,DR  ,: #INS290                               ,  ,                         ,  ,    
17-0013900,0,3/5/17,10:26:07,462,Aircraft standby                                  ,0,0,1,               ,NULL,2128,973,Aircraft taxiway                                  ,204,  ,PRESCOTT                 ,  ,    ,: @LOGAN AIRPORT NORTH GATE             ,  ,                         ,  ,    
17-0013901,0,3/5/17,10:28:39,651,"Smoke scare, odor of smoke                        ",0,0,9,RX             ,Roxbury                                           ,2115,963,Street or road in commercial area                 ,573,  ,HUNTINGTON               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013902,0,3/5/17,10:28:49,900T,BFD Drill                                         ,0,0,3,BO             ,Boston                                            ,2108,174,Rapid transit station                             ,129,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013903,0,3/5/17,10:35:45,113,"Cooking fire, confined to container               ",0,0,7,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,6,  ,GREENVILLE               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013904,0,3/5/17,10:36:32,653,"Smoke from barbecue, tar kettle                   ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,2,  ,LAKEVILLE                ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013905,0,3/5/17,10:41:07,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2215,241,"Adult education center, college classroom         ",595,  ,COMMONWEALTH             ,  ,AVE ,: #BU371                                ,  ,                         ,  ,    
17-0013906,0,3/5/17,10:51:41,700,"False alarm or false call, Other                  ",0,0,6,SB             ,South Boston                                      ,2127,459,Residential board and care                        ,120,  ,H                        ,  ,ST  ,: @LTC-EHDOC 120 H ST                   ,  ,                         ,  ,    
17-0013907,0,3/5/17,10:55:13,550,"Public service assistance, Other                  ",0,0,9,JP             ,Jamaica Plain                                     ,2130,419,1 or 2 family dwelling                            ,11,  ,DANFORTH                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013908,0,3/5/17,11:12:07,143,Grass fire                                        ,1,1,7,RX             ,Roxbury                                           ,2121,900,"Outside or special property, Other                ",42,  ,HOLBORN                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013909,0,3/5/17,11:26:38,741,"Sprinkler activation, no fire - unintentional     ",0,0,6,SB             ,South Boston                                      ,2210,500,"Mercantile, business, Other                       ",263,  ,SUMMER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013911,0,3/5/17,11:31:05,142,Brush or brush-and-grass mixture fire             ,0,0,3,BO             ,Boston                                            ,2114,962,"Residential street, road or residential driveway  ",10,  ,EMERSON                  ,  ,PL  ,                                        ,  ,                         ,  ,    
17-0013913,0,3/5/17,11:31:18,746,"Carbon monoxide detector activation, no CO        ",0,0,12,WR             ,West Roxbury                                      ,2467,429,Multifamily dwelling                              ,40,  ,BRYON                    ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013914,0,3/5/17,11:39:22,500,"Service Call, other                               ",0,0,11,BR             ,Allston-Brighton                                  ,2135,900,"Outside or special property, Other                ",3,  ,DIGHTON                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013916,0,3/5/17,11:49:43,900T,BFD Drill                                         ,0,0,11,BR             ,Allston-Brighton                                  ,2135,900,"Outside or special property, Other                ",718,  ,CAMBRIDGE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013917,0,3/5/17,12:05:18,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,16,  ,RANSOM                   ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013919,0,3/5/17,12:08:42,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,0,    ,NULL,        ,  ,                         ,  ,    ,: @WOBURN 8237                          ,  ,                         ,  ,    
17-0013920,0,3/5/17,12:11:33,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2116,429,Multifamily dwelling                              ,300,  ,BOYLSTON                 ,  ,ST  ,: #14-1531                              ,  ,                         ,  ,    
17-0013921,0,3/5/17,12:16:08,741,"Sprinkler activation, no fire - unintentional     ",0,0,3,BO             ,Boston                                            ,2111,500,"Mercantile, business, Other                       ",141,  ,TREMONT                  ,  ,ST  ,: #WYN4095                              ,  ,                         ,  ,    
17-0013922,0,3/5/17,12:21:07,745,"Alarm system activation, no fire - unintentional  ",0,0,8,DO             ,Dorchester                                        ,2124,429,Multifamily dwelling                              ,50,  ,ASPINWALL                ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0013923,0,3/5/17,12:21:21,731,Sprinkler activation due to malfunction           ,0,0,3,BO             ,Boston                                            ,2114,500,"Mercantile, business, Other                       ",1,  ,NASHUA                   ,  ,ST  ,: #PAT5439                              ,  ,                         ,  ,    
17-0013925,0,3/5/17,12:37:15,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2115,429,Multifamily dwelling                              ,31,  ,MASSACHUSETTS            ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013926,0,3/5/17,12:39:17,714,"Central station, malicious false alarm            ",0,0,1,EB             ,East Boston                                       ,2128,500,"Mercantile, business, Other                       ",944,  ,BENNINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013927,0,3/5/17,12:39:35,424,Carbon monoxide incident                          ,0,0,12,WR             ,West Roxbury                                      ,2132,429,Multifamily dwelling                              ,446,  ,BELGRADE                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013930,0,3/5/17,12:48:07,520,"Water problem, Other                              ",0,0,12,HP             ,Hyde Park                                         ,2136,429,Multifamily dwelling                              ,12,  ,PRESCOTT                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013931,0,3/5/17,12:59:49,714,"Central station, malicious false alarm            ",0,0,6,SB             ,South Boston                                      ,2210,599,Business office                                   ,655,  ,SUMMER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013932,0,3/5/17,13:00:31,714,"Central station, malicious false alarm            ",0,0,1,EB             ,East Boston                                       ,2128,500,"Mercantile, business, Other                       ",944,  ,BENNINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013933,0,3/5/17,13:03:50,522,Water or steam leak                               ,0,0,7,DO             ,Dorchester                                        ,2122,429,Multifamily dwelling                              ,39,  ,FOX                      ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013934,0,3/5/17,13:06:11,511,Lock-out                                          ,0,0,3,BO             ,Boston                                            ,2113,400,"Residential, Other                                ",11,  ,NORTH                    ,  ,SQ  ,                                        ,  ,                         ,  ,    
17-0013935,0,3/5/17,13:07:30,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2116,141,Athletic/health club                              ,699,  ,BOYLSTON                 ,  ,ST  ,: #PAT5640                              ,  ,                         ,  ,    
17-0013937,0,3/5/17,13:27:15,522,Water or steam leak                               ,0,0,11,BR             ,Allston-Brighton                                  ,2134,429,Multifamily dwelling                              ,227,  ,HARVARD                  ,  ,AVE ,: #INS627                               ,  ,                         ,  ,    
17-0013938,0,3/5/17,13:30:18,140,"Natural vegetation fire, Other                    ",0,0,9,RX             ,Roxbury                                           ,2119,960,"Street, Other                                     ",2779,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013940,0,3/5/17,13:44:04,745,"Alarm system activation, no fire - unintentional  ",0,0,3,BO             ,Boston                                            ,2109,519,"Food and beverage sales, grocery store            ",200-299 ,  ,FANEUIL HALL MARKETPLACE ,  ,    ,: #12-1254                              ,  ,                         ,  ,    
17-0013941,0,3/5/17,13:46:07,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,2116,419,1 or 2 family dwelling                            ,587,  ,BOYLSTON                 ,  ,ST  ,": @CVS/PHARMACY - 587 BOYLSTON ST, BOSTO",  ,                         ,  ,    
17-0013943,0,3/5/17,13:50:53,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,152,  ,O                        ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013946,0,3/5/17,13:55:35,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2116,449,"Hotel/motel, commercial                           ",138-148 ,  ,SAINT JAMES              ,  ,AVE ,: #14-1561                              ,  ,                         ,  ,    
17-0013948,0,3/5/17,13:55:47,741,"Sprinkler activation, no fire - unintentional     ",0,0,9,RX             ,Roxbury                                           ,2115,429,Multifamily dwelling                              ,835,  ,HUNTINGTON               ,  ,AVE ,: #PAT685                               ,  ,                         ,  ,    
17-0013949,0,3/5/17,13:56:43,413,Oil or other combustible liquid spill             ,0,0,9,JP             ,Jamaica Plain                                     ,2130,963,Street or road in commercial area                 ,738,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013950,0,3/5/17,13:57:57,653,"Smoke from barbecue, tar kettle                   ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,8,  ,SEAVERNS                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013951,0,3/5/17,13:59:55,651,"Smoke scare, odor of smoke                        ",0,0,9,JP             ,Jamaica Plain                                     ,2130,936,Vacant lot                                        ,382,  ,AMORY                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013952,0,3/5/17,14:01:46,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,9,RX             ,Roxbury                                           ,2119,963,Street or road in commercial area                 ,103,  ,AMORY                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013956,0,3/5/17,14:15:28,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2199,429,Multifamily dwelling                              ,780,  ,BOYLSTON                 ,  ,ST  ,: #13-1572                              ,  ,                         ,  ,    
17-0013957,0,3/5/17,14:18:25,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2215,200,"Educational, Other                                ",605,  ,COMMONWEALTH             ,  ,AVE ,: #BU376                                ,  ,                         ,  ,    
17-0013960,0,3/5/17,14:22:11,142,Brush or brush-and-grass mixture fire             ,0,0,1,EB             ,East Boston                                       ,2128,900,"Outside or special property, Other                ",12,  ,WORDSWORTH               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013961,0,3/5/17,14:23:10,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,2113,429,Multifamily dwelling                              ,9,N ,MARGIN                   ,  ,ST  ,: #WYN3316                              ,  ,                         ,  ,    
17-0013965,0,3/5/17,14:48:44,745,"Alarm system activation, no fire - unintentional  ",0,0,12,HP             ,Hyde Park                                         ,2136,429,Multifamily dwelling                              ,1045,  ,RIVER                    ,  ,ST  ,: #WYN1616                              ,  ,                         ,  ,    
17-0013968,0,3/5/17,15:06:33,522,Water or steam leak                               ,0,0,9,JP             ,Jamaica Plain                                     ,2130,419,1 or 2 family dwelling                            ,242,S ,HUNTINGTON               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013972,0,3/5/17,15:13:12,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,2134,429,Multifamily dwelling                              ,244,  ,KELTON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013974,0,3/5/17,15:16:24,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,2115,429,Multifamily dwelling                              ,171,  ,HEMENWAY                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013975,0,3/5/17,15:19:27,500,"Service Call, other                               ",0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,40,  ,WALLINGFORD              ,  ,RD  ,: #13-5331                              ,  ,                         ,  ,    
17-0013976,0,3/5/17,15:21:13,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,2115,429,Multifamily dwelling                              ,183,  ,MASSACHUSETTS            ,  ,AVE ,: alias 183 MASS AVE                    ,  ,                         ,  ,    
17-0013978,0,3/5/17,15:24:33,554,Assist invalid                                    ,0,0,3,BO             ,Boston                                            ,2114,429,Multifamily dwelling                              ,250,  ,CAMBRIDGE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013980,0,3/5/17,15:33:53,745,"Alarm system activation, no fire - unintentional  ",0,0,12,HP             ,Hyde Park                                         ,2136,429,Multifamily dwelling                              ,1045,  ,RIVER                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013981,0,3/5/17,15:42:38,522,Water or steam leak                               ,0,0,9,RX             ,Roxbury                                           ,2119,419,1 or 2 family dwelling                            ,105,  ,WALNUT                   ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013982,0,3/5/17,15:44:35,113,"Cooking fire, confined to container               ",0,0,3,CH             ,Charlestown                                       ,2129,429,Multifamily dwelling                              ,79,  ,GREEN                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013983,0,3/5/17,16:02:49,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,106,W ,CONCORD                  ,  ,ST  ,: #WYN2412                              ,  ,                         ,  ,    
17-0013986,0,3/5/17,16:15:38,554,Assist invalid                                    ,0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,100,S ,HUNTINGTON               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0013988,0,3/5/17,16:17:42,522,Water or steam leak                               ,0,0,12,RS             ,Roslindale                                        ,2131,419,1 or 2 family dwelling                            ,93,  ,CORNELL                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013989,0,3/5/17,16:24:11,611,Dispatched & cancelled en route                   ,0,0,8,DO             ,Dorchester                                        ,2124,    ,NULL,41,  ,BAILEY                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013990,0,3/5/17,16:34:17,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,42,  ,HARRISON ARCHWAYS        ,  ,    ,: #13-1643                              ,  ,                         ,  ,    
17-0013991,0,3/5/17,16:40:56,511,Lock-out                                          ,0,0,7,DO             ,Dorchester                                        ,2121,439,"Boarding/rooming house, residential hotels        ",132,  ,GREENWOOD                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013992,0,3/5/17,16:46:43,553,Public service                                    ,0,0,4,RX             ,Roxbury                                           ,2120,429,Multifamily dwelling                              ,1050,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013993,0,3/5/17,16:47:47,113,"Cooking fire, confined to container               ",0,0,6,DO             ,Dorchester                                        ,2125,429,Multifamily dwelling                              ,100,  ,OCEAN VIEW               ,  ,DR  ,: #12-192                               ,  ,                         ,  ,    
17-0013996,0,3/5/17,16:58:07,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2118,200,"Educational, Other                                ",23,  ,MONSIGNOR REYNOLDS       ,  ,WAY ,: #12-1643                              ,  ,                         ,  ,    
17-0013998,0,3/5/17,17:08:47,745,"Alarm system activation, no fire - unintentional  ",0,0,3,BO             ,Boston                                            ,2108,581,Department or discount store                      ,350,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0013999,0,3/5/17,17:11:46,611,Dispatched & cancelled en route                   ,0,0,3,BO             ,Boston                                            ,2114,    ,NULL,19,  ,MYRTLE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014000,0,3/5/17,17:13:38,715,"Local alarm system, malicious false alarm         ",0,0,9,RX             ,Roxbury                                           ,2120,400,"Residential, Other                                ",16,  ,SEWALL                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014002,0,3/5/17,17:14:41,710,"Malicious, mischievous false call, Other          ",0,0,12,HP             ,Hyde Park                                         ,2136,960,"Street, Other                                     ",        ,  ,PARROTT                  ,  ,ST  ,: #3814                                 ,  ,SUMMER                   ,  ,ST  
17-0014003,0,3/5/17,17:15:45,113,"Cooking fire, confined to container               ",0,0,9,WR             ,West Roxbury                                      ,2132,429,Multifamily dwelling                              ,1205,  ,CENTRE                   ,  ,ST  ,: #15-2712                              ,  ,                         ,  ,    
17-0014004,0,3/5/17,17:27:35,442,Overheated motor                                  ,0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,741,E ,SIXTH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014007,0,3/5/17,17:44:13,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,2116,963,Street or road in commercial area                 ,711,  ,BOYLSTON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014008,0,3/5/17,17:51:19,111,Building fire                                     ,500,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,116,  ,WARREN                   ,  ,ST  ,: #ATL388                               ,  ,                         ,  ,    
17-0014009,0,3/5/17,18:05:04,522,Water or steam leak                               ,0,0,1,EB             ,East Boston                                       ,2128,429,Multifamily dwelling                              ,10,S ,BREMEN                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014010,0,3/5/17,18:37:36,116,"Fuel burner/boiler malfunction, fire confined     ",0,0,8,DO             ,Dorchester                                        ,2124,419,1 or 2 family dwelling                            ,25,  ,EVANS                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014012,0,3/5/17,18:53:32,714,"Central station, malicious false alarm            ",0,0,8,MT             ,Mattapan                                          ,2126,439,"Boarding/rooming house, residential hotels        ",1314,  ,BLUE HILL                ,  ,AVE ,: #INS1057                              ,  ,                         ,  ,    
17-0014014,0,3/5/17,19:07:40,400,"Hazardous condition, Other                        ",0,0,12,HP             ,Hyde Park                                         ,2136,429,Multifamily dwelling                              ,150,  ,CLARE                    ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0014016,0,3/5/17,19:10:22,111,Building fire                                     ,250,100,4,BO             ,Boston                                            ,2215,557,"Personal service, including barber & beauty shops ",623,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0014017,0,3/5/17,19:12:33,731,Sprinkler activation due to malfunction           ,0,0,7,DO             ,Dorchester                                        ,2125,200,"Educational, Other                                ",256,  ,FREEPORT                 ,  ,ST  ,:                                       ,  ,                         ,  ,    
17-0014019,0,3/5/17,19:18:20,651,"Smoke scare, odor of smoke                        ",0,0,9,JP             ,Jamaica Plain                                     ,2130,963,Street or road in commercial area                 ,34,  ,SOUTH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014020,0,3/5/17,19:18:44,400,"Hazardous condition, Other                        ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,5,  ,GREENOUGH                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0014021,0,3/5/17,19:20:33,653,"Smoke from barbecue, tar kettle                   ",0,0,9,JP             ,Jamaica Plain                                     ,2130,962,"Residential street, road or residential driveway  ",470,  ,AMORY                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014022,0,3/5/17,19:23:39,715,"Local alarm system, malicious false alarm         ",0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,19,  ,MELVIN                   ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0014025,0,3/5/17,19:53:53,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,2127,960,"Street, Other                                     ",        ,W ,BROADWAY                 ,  ,    ,                                        ,  ,D                        ,  ,ST  
17-0014026,0,3/5/17,20:00:14,400,"Hazardous condition, Other                        ",0,0,8,MT             ,Mattapan                                          ,2124,900,"Outside or special property, Other                ",        ,  ,HARVARD                  ,  ,ST  ,                                        ,  ,MORTON                   ,  ,ST  
17-0014027,0,3/5/17,20:02:01,113,"Cooking fire, confined to container               ",0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,542,  ,DORCHESTER               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0014028,0,3/5/17,20:02:24,735,Alarm system sounded due to malfunction           ,0,0,7,DO             ,Dorchester                                        ,2125,200,"Educational, Other                                ",256,  ,FREEPORT                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0014030,0,3/5/17,20:03:58,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,0,    ,NULL,        ,  ,                         ,  ,    ,: @MALDEN 8226                          ,  ,                         ,  ,    
