Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0002040,0,01/10/17,14:34:30,742,Extinguishing system activation                   ,0,0,11,BR             ,Allston-Brighton                                  ,02163,210,"Schools, non-adult, other                         ",49,  ,HARVARD                  ,  ,WAY ,: @COL-HARVARD-CHAO HALL: #HAR322       ,  ,                         ,  ,    
17-0002041,0,01/10/17,14:40:45,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02118,900,"Outside or special property, Other                ",618,  ,HARRISON                 ,  ,AVE ,: @BFD ENG 3                            ,  ,                         ,  ,    
17-0002045,0,01/10/17,14:55:59,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02108,160,"Eating, drinking places, other                    ",1B      ,  ,CHARLES                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002048,0,01/10/17,15:06:41,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02116,500,"Mercantile, business, Other                       ",109-111 ,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0002051,0,01/10/17,15:21:11,440,"Electrical  wiring/equipment problem, Other       ",0,0,4,BO             ,Boston                                            ,02116,429,Multifamily dwelling                              ,30,  ,GARRISON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002054,0,01/10/17,15:30:12,611,Dispatched & cancelled en route                   ,0,0,9,RX             ,Roxbury                                           ,02215,    ,NULL,450,  ,BROOKLINE                ,  ,AVE ,: @DANA FARBER CANCER INSTITUTE         ,  ,                         ,  ,    
17-0002055,0,01/10/17,15:33:19,600,"Good intent call, Other                           ",0,0,9,RX             ,Roxbury                                           ,02119,564,"Laundry, dry cleaning                             ",3050,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002056,0,01/10/17,15:38:37,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,123,  ,ANTWERP                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002057,0,01/10/17,15:40:53,441,"Heat from short circuit (wiring), defective/worn  ",0,0,9,JP             ,Jamaica Plain                                     ,02130,581,Department or discount store                      ,467,  ,CENTRE                   ,  ,ST  ,": @CVS/PHARMACY - 467 CENTRE ST, JAMAICA",  ,                         ,  ,    
17-0002058,0,01/10/17,15:54:24,743,"Smoke detector activation, no fire - unintentional",0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",356,W ,BROADWAY                 ,  ,    ,                                        ,  ,                         ,  ,    
17-0002061,0,01/10/17,16:04:54,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02116,    ,NULL,200,  ,CLARENDON                ,  ,ST  ,": @HANCOCK TOWER- 200 CLARENDON ST, BO  ",  ,                         ,  ,    
17-0002062,0,01/10/17,16:05:58,400,"Hazardous condition, Other                        ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,100,W ,DEDHAM                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002066,0,01/10/17,16:14:27,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02116,449,"Hotel/motel, commercial                           ",821,  ,WASHINGTON               ,  ,ST  ,: #24-1481                              ,  ,                         ,  ,    
17-0002068,0,01/10/17,16:34:18,550,"Public service assistance, Other                  ",0,0,4,BO             ,Boston                                            ,02116,900,"Outside or special property, Other                ",200,  ,COLUMBUS                 ,  ,AVE ,: @BFD ENG 7                            ,  ,                         ,  ,    
17-0002069,0,01/10/17,16:43:02,445,"Arcing, shorted electrical equipment              ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,523,  ,MASSACHUSETTS            ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0002072,0,01/10/17,17:00:20,500,"Service Call, other                               ",0,0,3,BO             ,Boston                                            ,02114,963,Street or road in commercial area                 ,155,  ,PORTLAND                 ,  ,ST  ,: @HOTEL-ONYX HOTEL-BOSTON - 155 PORTLAN,  ,                         ,  ,    
17-0002073,0,01/10/17,17:05:47,611,Dispatched & cancelled en route                   ,0,0,12,WR             ,West Roxbury                                      ,02132,962,"Residential street, road or residential driveway  ",        ,  ,WELD                     ,  ,ST  ,                                        ,  ,MAPLE                    ,  ,ST  
17-0002074,0,01/10/17,17:06:47,600,"Good intent call, Other                           ",0,0,9,RX             ,Roxbury                                           ,02119,960,"Street, Other                                     ",        ,  ,MARTIN LUTHER KING JR    ,  ,BLVD,                                        ,  ,WASHINGTON               ,  ,ST  
17-0002077,0,01/10/17,17:20:46,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,02118,464,"Barracks, dormitory                               ",444,  ,HARRISON                 ,  ,AVE ,: @PINE STREET INN INC - 444 HARRISON AV,  ,                         ,  ,    
17-0002078,0,01/10/17,17:21:13,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,02119,400,"Residential, Other                                ",2875,  ,WASHINGTON               ,  ,ST  ,: #12-2287                              ,  ,                         ,  ,    
17-0002079,0,01/10/17,17:24:27,412,Gas leak (natural gas or LPG)                     ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,10,  ,EULITA                   ,  ,TER ,                                        ,  ,                         ,  ,    
17-0002081,0,01/10/17,17:45:59,715,"Local alarm system, malicious false alarm         ",0,0,7,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,40,  ,WILLIS                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002083,0,01/10/17,17:50:05,553,Public service                                    ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,1988,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0002086,0,01/10/17,18:10:13,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02115,400,"Residential, Other                                ",38,  ,WESTLAND                 ,  ,AVE ,: #WYN147                               ,  ,                         ,  ,    
17-0002089,0,01/10/17,18:18:43,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02215,882,"Parking garage, general vehicle                   ",500,  ,COMMONWEALTH             ,  ,AVE ,: #16-2312                              ,  ,                         ,  ,    
17-0002091,0,01/10/17,18:29:04,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02215,400,"Residential, Other                                ",857,  ,BEACON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002092,0,01/10/17,18:32:27,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,02215,174,Rapid transit station                             ,499,  ,COMMONWEALTH             ,  ,AVE ,: #33-2312                              ,  ,                         ,  ,    
17-0002093,0,01/10/17,18:36:23,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,755,  ,TREMONT                  ,  ,ST  ,: #12-1557                              ,  ,                         ,  ,    
17-0002094,0,01/10/17,18:37:06,714,"Central station, malicious false alarm            ",0,0,9,RS             ,Roslindale                                        ,02131,459,Residential board and care                        ,885,  ,SOUTH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002098,0,01/10/17,18:44:59,550,"Public service assistance, Other                  ",0,0,7,RX             ,Roxbury                                           ,02121,960,"Street, Other                                     ",        ,  ,QUINCY                   ,  ,ST  ,                                        ,  ,BLUE HILL                ,  ,AVE 
17-0002099,0,01/10/17,18:55:58,511,Lock-out                                          ,0,0,4,BO             ,Boston                                            ,02118,963,Street or road in commercial area                 ,        ,  ,ALBANY                   ,  ,ST  ,                                        ,E ,NEWTON                   ,  ,ST  
17-0002100,0,01/10/17,18:57:28,551,Assist police or other governmental agency        ,0,0,3,BO             ,Boston                                            ,02114,900,"Outside or special property, Other                ",        ,  ,CAMBRIDGE                ,  ,ST  ,: alias CAMBRIDGE/SUDBURY               ,  ,NEW SUDBURY              ,  ,ST  
17-0002101,0,01/10/17,19:05:30,113,"Cooking fire, confined to container               ",0,0,8,MT             ,Mattapan                                          ,02126,419,1 or 2 family dwelling                            ,145,  ,ORMOND                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002102,0,01/10/17,19:05:39,522,Water or steam leak                               ,0,0,6,SB             ,South Boston                                      ,02127,419,1 or 2 family dwelling                            ,1482,  ,COLUMBIA                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0002103,0,01/10/17,19:07:08,600,"Good intent call, Other                           ",0,0,1,EB             ,East Boston                                       ,02128,400,"Residential, Other                                ",417,  ,MERIDIAN                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002104,0,01/10/17,19:08:33,741,"Sprinkler activation, no fire - unintentional     ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,44,  ,BORDER                   ,  ,ST  ,: #WYN4318                              ,  ,                         ,  ,    
17-0002105,0,01/10/17,19:08:50,745,"Alarm system activation, no fire - unintentional  ",0,0,7,RX             ,Roxbury                                           ,02119,419,1 or 2 family dwelling                            ,5,  ,CHESTERTON               ,  ,ST  ,: #WYN3289                              ,  ,                         ,  ,    
17-0002106,0,01/10/17,19:17:07,111,Building fire                                     ,10000,5000,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,83,  ,EUTAW                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002108,0,01/10/17,19:24:18,736,CO detector activation due to malfunction         ,0,0,8,MT             ,Mattapan                                          ,02126,419,1 or 2 family dwelling                            ,250,  ,ITASCA                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002109,0,01/10/17,19:35:16,712,"Direct tie to FD, malicious false alarm           ",0,0,3,BO             ,Boston                                            ,02108,449,"Hotel/motel, commercial                           ",60,  ,SCHOOL                   ,  ,ST  ,: #12-1263                              ,  ,                         ,  ,    
17-0002111,0,01/10/17,19:47:18,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02215,460,"Dormitory-type residence, other                   ",700,  ,COMMONWEALTH             ,  ,AVE ,: #BU832                                ,  ,                         ,  ,    
17-0002113,0,01/10/17,20:03:00,412,Gas leak (natural gas or LPG)                     ,0,0,3,BO             ,Boston                                            ,02114,429,Multifamily dwelling                              ,19,  ,JOY                      ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002114,0,01/10/17,20:07:48,651,"Smoke scare, odor of smoke                        ",0,0,9,RX             ,Roxbury                                           ,02120,400,"Residential, Other                                ",71,  ,PRENTISS                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002115,0,01/10/17,20:10:51,113,"Cooking fire, confined to container               ",0,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,81,  ,KINGSDALE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002116,0,01/10/17,20:21:00,746,"Carbon monoxide detector activation, no CO        ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,294,  ,BREMEN                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002117,0,01/10/17,20:36:45,151,"Outside rubbish, trash or waste fire              ",0,0,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,32,  ,CALLENDER                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002118,0,01/10/17,20:40:57,113,"Cooking fire, confined to container               ",0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,1189,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0002121,0,01/10/17,21:34:44,440,"Electrical  wiring/equipment problem, Other       ",0,0,6,SB             ,South Boston                                      ,02127,640,"Utility or Distribution system, Other             ",275,  ,DORCHESTER               ,  ,AVE ,": @MBTA CABOT YARDS - 275 DORCHESTER AV,",  ,                         ,  ,    
17-0002123,0,01/10/17,22:08:35,520,"Water problem, Other                              ",0,0,9,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,80,  ,ROCKLAND                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002124,0,01/10/17,22:09:18,413,Oil or other combustible liquid spill             ,0,0,12,RS             ,Roslindale                                        ,02131,419,1 or 2 family dwelling                            ,175,  ,CORNELL                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002125,0,01/10/17,22:21:00,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,33,  ,MONSIGNOR REYNOLDS       ,  ,WAY ,: #SIM614                               ,  ,                         ,  ,    
17-0002126,0,01/10/17,22:25:07,641,Vicinity alarm (incident in other location)       ,0,0,4,BO             ,Boston                                            ,02118,400,"Residential, Other                                ",37,  ,MONSIGNOR REYNOLDS       ,  ,WAY ,                                        ,  ,                         ,  ,    
17-0002128,0,01/10/17,22:34:56,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,02134,579,"Motor vehicle or boat sales, services, repair     ",18,  ,BRIGHTON                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0002129,0,01/10/17,22:35:18,522,Water or steam leak                               ,0,0,11,BR             ,Allston-Brighton                                  ,02215,519,"Food and beverage sales, grocery store            ",1065,  ,COMMONWEALTH             ,  ,AVE ,: @SHAWS SUPERMARKET - 1065 COMMONWEALTH,  ,                         ,  ,    
17-0002132,0,01/10/17,23:05:23,600,"Good intent call, Other                           ",0,0,3,CH             ,Charlestown                                       ,02129,419,1 or 2 family dwelling                            ,85,  ,RUSSELL                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002134,0,01/10/17,23:16:25,741,"Sprinkler activation, no fire - unintentional     ",0,0,1,EB             ,East Boston                                       ,02128,449,"Hotel/motel, commercial                           ",207,  ,PORTER                   ,  ,ST  ,: #12-6143                              ,  ,                         ,  ,    
17-0002136,0,01/10/17,23:37:18,510,"Person in distress, Other                         ",0,0,1,EB             ,East Boston                                       ,02128,419,1 or 2 family dwelling                            ,40,  ,CHELSEA                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002137,0,01/10/17,23:45:54,600,"Good intent call, Other                           ",0,0,3,BO             ,Boston                                            ,02114,963,Street or road in commercial area                 ,100,  ,CHARLES RIVER            ,  ,PLZ ,                                        ,  ,                         ,  ,    
17-0002138,0,01/10/17,23:46:01,600,"Good intent call, Other                           ",0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,18,  ,BRIGHTON                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0002140,0,01/11/17,0:08:46,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",20,  ,JOSEPH AGRI              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002141,0,01/11/17,0:10:47,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,02116,500,"Mercantile, business, Other                       ",37,  ,NEWBURY                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002143,0,01/11/17,0:27:03,113,"Cooking fire, confined to container               ",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,200,  ,COREY                    ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0002144,0,01/11/17,0:32:42,611,Dispatched & cancelled en route                   ,0,0,8,MT             ,Mattapan                                          ,02126,    ,NULL,585,  ,NORFOLK                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002146,0,01/11/17,0:41:12,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02215,123,"Stadium, arena                                    ",24,  ,YAWKEY                   ,  ,WAY ,                                        ,  ,                         ,  ,    
17-0002147,0,01/11/17,0:43:57,522,Water or steam leak                               ,0,0,9,RX             ,Roxbury                                           ,02120,500,"Mercantile, business, Other                       ",1610-163,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002148,0,01/11/17,0:46:13,522,Water or steam leak                               ,0,0,7,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,56,  ,CLAYBOURNE               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002149,0,01/11/17,0:46:59,621,Wrong location                                    ,0,0,4,BO             ,Boston                                            ,02118,NNN ,None                                              ,620,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002152,0,01/11/17,1:07:16,500,"Service Call, other                               ",0,0,3,BO             ,Boston                                            ,02108,460,"Dormitory-type residence, other                   ",17,  ,COURT                    ,  ,ST  ,: @NEW ENGLAND SHELTER FOR VETS - 17 COU,  ,                         ,  ,    
17-0002154,0,01/11/17,1:18:48,621,Wrong location                                    ,0,0,8,DO             ,Dorchester                                        ,02121,400,"Residential, Other                                ",5,  ,PERTH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002155,0,01/11/17,1:22:55,600,"Good intent call, Other                           ",0,0,7,DO             ,Dorchester                                        ,02125,963,Street or road in commercial area                 ,22,  ,STOUGHTON                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002157,0,01/11/17,2:00:15,714,"Central station, malicious false alarm            ",0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,522,  ,BLUE HILL                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0002159,0,01/11/17,2:43:31,714,"Central station, malicious false alarm            ",0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,77,  ,LAWRENCE                 ,  ,AVE ,: #12-1787                              ,  ,                         ,  ,    
17-0002161,0,01/11/17,3:06:29,730,"System malfunction, Other                         ",0,0,6,DO             ,Dorchester                                        ,02125,549,Specialty shop                                    ,8,  ,ALLSTATE                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0002162,0,01/11/17,3:14:20,553,Public service                                    ,0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,2,  ,MONSIGNOR ALBERT A. JACOB,  ,RD  ,                                        ,  ,                         ,  ,    
17-0002163,0,01/11/17,3:24:38,735,Alarm system sounded due to malfunction           ,0,0,3,CH             ,Charlestown                                       ,02129,429,Multifamily dwelling                              ,92,  ,RUSSELL                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002164,0,01/11/17,3:33:48,745,"Alarm system activation, no fire - unintentional  ",0,0,9,RX             ,Roxbury                                           ,02215,331,Hospital - medical or psychiatric                 ,110,  ,FRANCIS                  ,  ,ST  ,: #13-2356                              ,  ,                         ,  ,    
17-0002165,0,01/11/17,3:58:58,741,"Sprinkler activation, no fire - unintentional     ",0,0,6,SB             ,South Boston                                      ,02127,400,"Residential, Other                                ",320,  ,D                        ,  ,ST  ,: #14-716                               ,  ,                         ,  ,    
17-0002166,0,01/11/17,4:12:21,522,Water or steam leak                               ,0,0,3,CH             ,Charlestown                                       ,02129,173,Bus station                                       ,21,  ,ARLINGTON                ,  ,AVE ,: #12-4183                              ,  ,                         ,  ,    
17-0002167,0,01/11/17,4:12:52,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,02116,419,1 or 2 family dwelling                            ,17,  ,GRAY                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002168,0,01/11/17,4:31:37,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,02215,460,"Dormitory-type residence, other                   ",15,  ,BUSWELL                  ,  ,ST  ,: #BU328                                ,  ,                         ,  ,    
17-0002169,0,01/11/17,4:44:37,714,"Central station, malicious false alarm            ",0,0,1,EB             ,East Boston                                       ,02128,439,"Boarding/rooming house, residential hotels        ",100,  ,MERIDIAN                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002170,0,01/11/17,5:40:58,714,"Central station, malicious false alarm            ",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,109-111 ,  ,TREMONT                  ,  ,ST  ,: #WYN2865                              ,  ,                         ,  ,    
17-0002171,0,01/11/17,5:46:45,554,Assist invalid                                    ,0,0,6,SB             ,South Boston                                      ,02127,419,1 or 2 family dwelling                            ,190,  ,EMERSON                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002174,0,01/11/17,7:14:13,611,Dispatched & cancelled en route                   ,0,0,3,BO             ,Boston                                            ,02108,    ,NULL,294,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002175,0,01/11/17,7:27:31,714,"Central station, malicious false alarm            ",0,0,6,BO             ,Boston                                            ,02210,174,Rapid transit station                             ,500,  ,ATLANTIC                 ,  ,AVE ,: #WYN2361                              ,  ,                         ,  ,    
17-0002177,0,01/11/17,7:49:56,522,Water or steam leak                               ,0,0,3,CH             ,Charlestown                                       ,02129,962,"Residential street, road or residential driveway  ",        ,  ,FERRIN                   ,  ,ST  ,                                        ,  ,BUNKER HILL              ,  ,ST  
17-0002178,0,01/11/17,7:58:35,522,Water or steam leak                               ,0,0,6,SB             ,South Boston                                      ,02127,500,"Mercantile, business, Other                       ",455,  ,DORCHESTER               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0002180,0,01/11/17,8:03:03,444,Power line down                                   ,0,0,12,HP             ,Hyde Park                                         ,02136,429,Multifamily dwelling                              ,49,  ,SUMMER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002181,0,01/11/17,8:07:40,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,02114,429,Multifamily dwelling                              ,89,  ,CHARLES                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002184,0,01/11/17,8:35:54,745,"Alarm system activation, no fire - unintentional  ",0,0,3,CH             ,Charlestown                                       ,02129,429,Multifamily dwelling                              ,100,  ,FERRIN                   ,  ,ST  ,: #12-4146                              ,  ,                         ,  ,    
17-0002186,0,01/11/17,8:37:59,712,"Direct tie to FD, malicious false alarm           ",0,0,11,BR             ,Allston-Brighton                                  ,02135,400,"Residential, Other                                ",2,  ,FIDELIS                  ,  ,WAY ,: #12-5197                              ,  ,                         ,  ,    
17-0002191,0,01/11/17,8:58:15,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,02116,174,Rapid transit station                             ,145,  ,DARTMOUTH                ,  ,ST  ,: #33-1546                              ,  ,                         ,  ,    
17-0002192,0,01/11/17,9:08:55,413,Oil or other combustible liquid spill             ,0,0,6,DO             ,Dorchester                                        ,02125,981,Construction site                                 ,8,  ,ENTERPRISE               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002193,0,01/11/17,9:10:45,715,"Local alarm system, malicious false alarm         ",0,0,1,EB             ,East Boston                                       ,02128,500,"Mercantile, business, Other                       ",190,  ,BORDER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002194,0,01/11/17,9:12:26,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,02111,429,Multifamily dwelling                              ,8,  ,WINTER                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002197,0,01/11/17,9:21:08,113,"Cooking fire, confined to container               ",200,0,4,BO             ,Boston                                            ,02115,429,Multifamily dwelling                              ,18,  ,HAVILAND                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002198,0,01/11/17,9:40:52,735,Alarm system sounded due to malfunction           ,0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,6-Feb,  ,EMERALD                  ,  ,CT  ,                                        ,  ,                         ,  ,    
17-0002199,0,01/11/17,9:44:23,445,"Arcing, shorted electrical equipment              ",0,0,7,DO             ,Dorchester                                        ,02122,429,Multifamily dwelling                              ,19,  ,HIGH                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002202,0,01/11/17,10:03:56,411,Gasoline or other flammable liquid spill          ,0,0,6,SB             ,South Boston                                      ,02210,963,Street or road in commercial area                 ,51,  ,SLEEPER                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002203,0,01/11/17,10:07:41,700,"False alarm or false call, Other                  ",0,0,8,DO             ,Dorchester                                        ,02126,500,"Mercantile, business, Other                       ",875,  ,MORTON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002210,0,01/11/17,10:18:00,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,02127,960,"Street, Other                                     ",455,E ,EIGHTH                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002211,0,01/11/17,10:19:55,900T,BFD Drill                                         ,0,0,6,SB             ,South Boston                                      ,02210,936,Vacant lot                                        ,20,  ,DOLPHIN                  ,  ,WAY ,                                        ,  ,                         ,  ,    
17-0002212,0,01/11/17,10:22:49,714,"Central station, malicious false alarm            ",0,0,11,BR             ,Allston-Brighton                                  ,02134,100,"Assembly, Other                                   ",592,  ,CAMBRIDGE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002216,0,01/11/17,10:38:56,900T,BFD Drill                                         ,0,0,3,BO             ,Boston                                            ,02114,900,"Outside or special property, Other                ",120,  ,BEVERLY ST BSTN          ,  ,    ,                                        ,  ,                         ,  ,    
17-0002217,0,01/11/17,10:42:47,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,02118,400,"Residential, Other                                ",25,  ,CONCORD                  ,  ,SQ  ,                                        ,  ,                         ,  ,    
17-0002218,0,01/11/17,10:45:18,900T,BFD Drill                                         ,0,0,3,               ,NULL,02114,936,Vacant lot                                        ,        ,  ,BEVERLY                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002220,0,01/11/17,10:53:12,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02121,311,"24-hour care Nursing homes, 4 or more persons     ",66,  ,BOWDOIN                  ,  ,AVE ,: @LTC-ANNS REST HOME                   ,  ,                         ,  ,    
17-0002221,0,01/11/17,10:53:12,651,"Smoke scare, odor of smoke                        ",0,0,4,BO             ,Boston                                            ,02116,429,Multifamily dwelling                              ,177,  ,MARLBOROUGH              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002223,0,01/11/17,11:03:08,733,Smoke detector activation due to malfunction      ,0,0,4,BO             ,Boston                                            ,02116,500,"Mercantile, business, Other                       ",216-218 ,  ,NEWBURY                  ,  ,ST  ,: #WYN3415                              ,  ,                         ,  ,    
17-0002224,0,01/11/17,11:05:24,600,"Good intent call, Other                           ",0,0,8,MT             ,Mattapan                                          ,02126,429,Multifamily dwelling                              ,132,  ,HAZLETON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002226,0,01/11/17,11:13:20,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02124,254,"Day care, in commercial property                  ",110,  ,CLAYBOURNE               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0002228,0,01/11/17,11:21:28,733,Smoke detector activation due to malfunction      ,0,0,4,BO             ,Boston                                            ,02116,500,"Mercantile, business, Other                       ",216-218 ,  ,NEWBURY                  ,  ,ST  ,: #WYN3415                              ,  ,                         ,  ,    
17-0002229,0,01/11/17,11:21:35,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,02114,429,Multifamily dwelling                              ,8,  ,WHITTIER                 ,  ,PL  ,: #16-1344                              ,  ,                         ,  ,    
17-0002230,0,01/11/17,11:25:00,711,"Municipal alarm system, malicious false alarm     ",0,0,8,DO             ,Dorchester                                        ,02124,419,1 or 2 family dwelling                            ,40,  ,LYNDHURST                ,  ,ST  ,: #3315                                 ,  ,                         ,  ,    
17-0002231,0,01/11/17,11:26:13,733,Smoke detector activation due to malfunction      ,0,0,6,SB             ,South Boston                                      ,02127,599,Business office                                   ,27,  ,FARRAGUT                 ,  ,RD  ,                                        ,  ,                         ,  ,    
