"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0035016","0","06/04/2017","15:29:47","900T","BFD Drill                                         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","365 ","Police station                                    ","        ","  ","CAUSEWAY                 ","  ","ST  ","                                        ","  ","BEVERLY                  ","  ","ST  "
"17-0035017","0","06/04/2017","15:36:26","500 ","Service Call, other                               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","900 ","Outside or special property, Other                ","1201    ","  ","JETTE                    ","  ","CT  ","                                        ","  ","                         ","  ","    "
"17-0035019","0","06/04/2017","15:46:39","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","779     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0035023","0","06/04/2017","16:04:55","113 ","Cooking fire, confined to container               ","2000.0000","2000.0000","04   ","RX             ","Roxbury                                           ","02118     ","400 ","Residential, Other                                ","77      ","  ","CAMDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035024","0","06/04/2017","16:05:14","113 ","Cooking fire, confined to container               ","50.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","429 ","Multifamily dwelling                              ","80      ","  ","BROAD                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035029","0","06/04/2017","16:17:35","522 ","Water or steam leak                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","965 ","Vehicle parking area                              ","585     ","  ","COMMERCIAL               ","  ","ST  ",": @SCH-ELIOT K-8 SCHOOL                 ","  ","                         ","  ","    "
"17-0035033","0","06/04/2017","16:54:31","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","110     ","  ","LIVERMORE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035035","0","06/04/2017","16:55:33","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","        ","  ","ROBINWOOD                ","  ","AVE ","                                        ","  ","ENFIELD                  ","  ","ST  "
"17-0035037","0","06/04/2017","17:01:00","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","    ","","381     ","W ","BROADWAY                 ","  ","    ","                                        ","  ","                         ","  ","    "
"17-0035039","0","06/04/2017","17:06:23","511 ","Lock-out                                          ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","124 ","Playground                                        ","135     ","  ","MARGINAL                 ","  ","ST  ",": @PARK-PIERS PARK                      ","  ","                         ","  ","    "
"17-0035041","0","06/04/2017","17:18:36","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","445     ","W ","BROADWAY                 ","  ","    ","                                        ","  ","                         ","  ","    "
"17-0035042","0","06/04/2017","17:18:51","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","03   ","               ","","00000     ","922 ","Tunnel                                            ","        ","  ","I90                      ","E ","    ",": #MTA100                               ","  ","                         ","  ","    "
"17-0035043","0","06/04/2017","17:21:09","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","        ","  ","SEAVER                   ","  ","ST  ",": #2294                                 ","  ","WALNUT                   ","  ","AVE "
"17-0035047","0","06/04/2017","17:50:40","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","    ","","794     ","  ","MASSACHUSETTS            ","  ","AVE ",": @SHELTER-WOODS MULLEN SHELTER         ","  ","                         ","  ","    "
"17-0035052","0","06/04/2017","18:36:24","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","    ","","237     ","  ","NORTHAMPTON              ","  ","ST  ",": #WYN3432                              ","  ","                         ","  ","    "
"17-0035054","0","06/04/2017","18:41:31","113 ","Cooking fire, confined to container               ","200.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","127     ","  ","BAY STATE                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0035055","0","06/04/2017","18:46:30","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","11      ","  ","NEW WHITNEY              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035056","0","06/04/2017","18:48:39","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","304     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0035057","0","06/04/2017","18:54:25","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","60      ","  ","MERCIER                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0035058","0","06/04/2017","19:03:11","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","20      ","  ","AMES                     ","  ","ST  ",": #19-3518                              ","  ","                         ","  ","    "
"17-0035060","0","06/04/2017","19:14:29","553 ","Public service                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","931 ","Open land or field                                ","511     ","  ","JAMAICAWAY               ","  ","    ",": @POND-JAMAICA                         ","  ","                         ","  ","    "
"17-0035062","0","06/04/2017","19:45:21","552 ","Police matter                                     ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","GUILD                    ","  ","ROW "
"17-0035063","0","06/04/2017","19:48:55","730 ","System malfunction, Other                         ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","20      ","  ","AMES                     ","  ","ST  ",": #19-3518                              ","  ","                         ","  ","    "
"17-0035066","0","06/04/2017","19:59:10","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","115     ","  ","DALE                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035067","0","06/04/2017","20:05:17","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","50      ","N ","MARGIN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035069","0","06/04/2017","20:27:24","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","466     ","  ","NORFOLK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035072","0","06/04/2017","20:31:29","154 ","Dumpster or other outside trash receptacle fire   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","965 ","Vehicle parking area                              ","        ","  ","HEATH                    ","  ","ST  ","                                        ","  ","PARKER                   ","  ","ST  "
"17-0035073","0","06/04/2017","20:32:07","621 ","Wrong location                                    ","0.0000","0.0000","09   ","BO             ","Boston                                            ","02114     ","900 ","Outside or special property, Other                ","6       ","  ","WHITTIER                 ","  ","PL  ","                                        ","  ","                         ","  ","    "
"17-0035077","0","06/04/2017","20:45:14","700 ","False alarm or false call, Other                  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","126     ","  ","READVILLE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035078","0","06/04/2017","20:51:13","511 ","Lock-out                                          ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","965 ","Vehicle parking area                              ","272     ","  ","D                        ","  ","ST  ",": @BFD DIST 6                           ","  ","                         ","  ","    "
"17-0035079","0","06/04/2017","21:04:31","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","600     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035080","0","06/04/2017","21:05:33","551 ","Assist police or other governmental agency        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","963 ","Street or road in commercial area                 ","39      ","  ","BOYLSTON                 ","  ","ST  ",": @SHELTER-ST FRANCIS HOUSE             ","  ","                         ","  ","    "
"17-0035081","0","06/04/2017","21:06:00","118 ","Trash or rubbish fire, contained                  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","944     ","  ","PARKER                   ","  ","ST  ",": #12-2394                              ","  ","                         ","  ","    "
"17-0035087","0","06/04/2017","21:39:09","111 ","Building fire                                     ","20000.0000","10000.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","35      ","  ","ARBORFIELD               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0035089","0","06/04/2017","21:58:23","553 ","Public service                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","940     ","  ","PARKER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035096","0","06/04/2017","22:49:11","118 ","Trash or rubbish fire, contained                  ","250.0000","250.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","465     ","  ","ARBORWAY                 ","  ","    ","                                        ","  ","                         ","  ","    "
"17-0035098","0","06/04/2017","22:56:43","511 ","Lock-out                                          ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","963 ","Street or road in commercial area                 ","86      ","  ","SOUTHAMPTON              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035101","0","06/04/2017","23:13:06","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","840     ","  ","HARRISON                 ","  ","AVE ",": @BOSTON MEDICAL CENTER                ","  ","                         ","  ","    "
"17-0035102","0","06/04/2017","23:34:36","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","15-31   ","  ","ALLERTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035103","0","06/04/2017","23:35:41","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","160 ","Eating, drinking places, other                    ","137     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0035105","0","06/05/2017","00:24:21","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","940     ","  ","PARKER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035107","0","06/05/2017","00:34:26","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","    ","","8       ","  ","MOUNT ASH                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0035108","0","06/05/2017","00:34:49","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","429 ","Multifamily dwelling                              ","6       ","  ","SPICE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035109","0","06/05/2017","00:47:51","150 ","Outside rubbish fire, Other                       ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","MOUNT PLEASANT           ","  ","AVE ",": #2135                                 ","  ","VINE                     ","  ","ST  "
"17-0035110","0","06/05/2017","00:51:34","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","    ","","        ","  ","ADAMS                    ","  ","ST  ",": #2133                                 ","  ","DUDLEY                   ","  ","ST  "
"17-0035111","0","06/05/2017","01:03:11","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","428     ","  ","COLUMBUS                 ","  ","AVE ",": #1552                                 ","  ","HOLYOKE                  ","  ","ST  "
"17-0035113","0","06/05/2017","01:24:30","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","82      ","  ","AMES                     ","  ","WAY ","                                        ","  ","                         ","  ","    "
"17-0035114","0","06/05/2017","01:39:54","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","20      ","  ","AMES                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035115","0","06/05/2017","02:02:48","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","500 ","Mercantile, business, Other                       ","19      ","  ","CORINTH                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035118","0","06/05/2017","02:24:20","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","40      ","  ","AMES                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035120","0","06/05/2017","03:17:14","522 ","Water or steam leak                               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","449 ","Hotel/motel, commercial                           ","401     ","  ","D                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035122","0","06/05/2017","03:54:09","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","962 ","Residential street, road or residential driveway  ","        ","  ","BEACON                   ","  ","ST  ","                                        ","  ","BERKELEY                 ","  ","ST  "
"17-0035125","0","06/05/2017","04:13:33","113 ","Cooking fire, confined to container               ","0.0000","10.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","11      ","  ","WOODCLIFF                ","  ","ST  ",": #12-1761                              ","  ","                         ","  ","    "
"17-0035128","0","06/05/2017","04:47:39","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","840     ","  ","HARRISON                 ","  ","AVE ",": #12-1664                              ","  ","                         ","  ","    "
"17-0035129","0","06/05/2017","05:07:54","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","688     ","E ","SEVENTH                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035130","0","06/05/2017","05:10:33","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","9       ","  ","ALLSTON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035131","0","06/05/2017","05:20:29","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","22      ","  ","ISABELLA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035136","0","06/05/2017","06:14:03","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","960 ","Street, Other                                     ","55      ","W ","MILTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035137","0","06/05/2017","06:20:36","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","161 ","Restaurant or cafeteria                           ","1270    ","  ","BOYLSTON                 ","  ","ST  ",": @BASEBALL TAVERN INC - 1270 BOYLSTON S","  ","                         ","  ","    "
"17-0035138","0","06/05/2017","06:33:27","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","717     ","  ","PARKER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035143","0","06/05/2017","07:02:13","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","500 ","Mercantile, business, Other                       ","19-21   ","  ","CONGRESS                 ","  ","ST  ",": #13-1282                              ","  ","                         ","  ","    "
"17-0035144","0","06/05/2017","07:05:53","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","        ","  ","BUTTONWOOD               ","  ","ST  ","                                        ","  ","GRAFTON                  ","  ","ST  "
"17-0035147","0","06/05/2017","07:36:49","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","500 ","Mercantile, business, Other                       ","35      ","  ","KNEELAND                 ","  ","ST  ",": #13-1491                              ","  ","                         ","  ","    "
"17-0035150","0","06/05/2017","07:45:51","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","302     ","  ","TURTLE POND              ","  ","PKWY","                                        ","  ","                         ","  ","    "
"17-0035151","0","06/05/2017","07:47:48","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","484     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0035155","0","06/05/2017","08:09:43","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","580 ","General retail, Other                             ","350     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035157","0","06/05/2017","08:34:30","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","82      ","  ","CHELSEA                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035158","0","06/05/2017","08:41:48","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","580 ","General retail, Other                             ","350     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035162","0","06/05/2017","08:45:00","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","43      ","  ","FAYSTON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035164","0","06/05/2017","08:47:02","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0035166","0","06/05/2017","08:52:20","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0035167","0","06/05/2017","08:52:38","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0035169","0","06/05/2017","08:54:08","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0035170","0","06/05/2017","08:54:23","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0035171","0","06/05/2017","08:54:41","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0035172","0","06/05/2017","08:54:57","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0035178","0","06/05/2017","09:17:29","900A","FIU activity  (not covered by other inc types)    ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","200 ","Educational, Other                                ","515     ","  ","HYDE PARK                ","  ","AVE ",": @SCH-COUNSELING AND INTERVENTION CENTE","  ","                         ","  ","    "
"17-0035179","0","06/05/2017","09:17:49","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","        ","  ","CEDAR                    ","  ","ST  ","                                        ","  ","COLUMBUS                 ","  ","AVE "
"17-0035181","0","06/05/2017","09:25:26","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","30      ","  ","IPSWICH                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035186","0","06/05/2017","09:49:24","741 ","Sprinkler activation, no fire - unintentional     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","500 ","Mercantile, business, Other                       ","25      ","  ","NORTHERN                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0035187","0","06/05/2017","09:55:07","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","230     ","  ","STUART                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035189","0","06/05/2017","10:06:06","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","830     ","  ","HARRISON                 ","  ","AVE ",": #12-1664                              ","  ","                         ","  ","    "
"17-0035193","0","06/05/2017","10:21:49","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","500 ","Mercantile, business, Other                       ","557-563 ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035196","0","06/05/2017","10:37:23","900T","BFD Drill                                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","000 ","Property Use, Other                               ","59      ","  ","FENWAY                   ","  ","    ",": TEST TEST TEST                        ","  ","                         ","  ","    "
"17-0035198","0","06/05/2017","10:47:06","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","200 ","Educational, Other                                ","241     ","  ","SAINT BOTOLPH            ","  ","ST  ",": @COL-NEC-ST. BOTOLPH BUILDING (PIERCE ","  ","                         ","  ","    "
"17-0035200","0","06/05/2017","10:50:09","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","82      ","  ","WALTER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035202","0","06/05/2017","10:55:31","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","600 ","Ind., utility, defense, agriculture, mining, other","50      ","  ","TERMINAL                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035203","0","06/05/2017","10:56:07","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","400 ","Residential, Other                                ","119     ","  ","ELMER                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0035204","0","06/05/2017","10:56:32","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","15      ","  ","HEMENWAY                 ","  ","ST  ",": #ACI0136                              ","  ","                         ","  ","    "
"17-0035207","0","06/05/2017","11:02:54","500 ","Service Call, other                               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","213 ","Elementary school, including kindergarten         ","200     ","  ","D                        ","  ","ST  ",": @BLDG-BCYF CONDON COMMUNITY CENTER    ","  ","                         ","  ","    "
"17-0035208","0","06/05/2017","11:03:24","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","161 ","Restaurant or cafeteria                           ","70      ","  ","STANIFORD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035209","0","06/05/2017","11:05:33","552 ","Police matter                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","963 ","Street or road in commercial area                 ","        ","  ","HARRISON                 ","  ","AVE ",": alias HARRISON AVE/MULLINS WAY BO BSTN","  ","WILLIAM E MULLINS        ","  ","WAY "
"17-0035210","0","06/05/2017","11:07:58","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","400 ","Residential, Other                                ","33      ","  ","BURGOYNE                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035212","0","06/05/2017","11:09:08","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","12      ","  ","DANUBE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035213","0","06/05/2017","11:14:01","400 ","Hazardous condition, Other                        ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","900 ","Outside or special property, Other                ","        ","  ","GREENFIELD               ","  ","RD  ","                                        ","  ","RALSTON                  ","  ","RD  "
"17-0035215","0","06/05/2017","11:16:07","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","19      ","  ","SOUTH                    ","  ","ST  ",": #ASG431                               ","  ","                         ","  ","    "
"17-0035219","0","06/05/2017","11:36:44","500 ","Service Call, other                               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","255 ","Day care, in residence, licensed                  ","50      ","  ","SUTHERLAND               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0035221","0","06/05/2017","11:52:59","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","    ","","120     ","  ","MINOT                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0035223","0","06/05/2017","12:00:24","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","840     ","  ","HARRISON                 ","  ","AVE ",": #12-1664                              ","  ","                         ","  ","    "
"17-0035228","0","06/05/2017","12:20:14","700 ","False alarm or false call, Other                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","363     ","  ","MARLBOROUGH              ","  ","ST  ",": #INS899                               ","  ","                         ","  ","    "
"17-0035229","0","06/05/2017","12:20:55","113 ","Cooking fire, confined to container               ","500.0000","500.0000","07   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","8       ","  ","WESTVILLE                ","  ","TER ","                                        ","  ","                         ","  ","    "
