"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0028544","0","05/08/2017","10:51:15","100 ","Fire, Other                                       ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","211 ","Preschool                                         ","85      ","W ","NEWTON                   ","  ","ST  ",": @VILLA VICTORIA CTR FOR - 85 WEST NEWT","  ","                         ","  ","    "
"17-0028545","0","05/08/2017","10:53:07","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","90      ","  ","SAINT ALBANS             ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0028546","0","05/08/2017","10:57:36","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","963 ","Street or road in commercial area                 ","364     ","S ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0028549","0","05/08/2017","11:01:55","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","1395    ","  ","COMMONWEALTH             ","  ","AVE ",": #AFA2176                              ","  ","                         ","  ","    "
"17-0028550","0","05/08/2017","11:03:39","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","500 ","Mercantile, business, Other                       ","200-299 ","  ","FANEUIL HALL MARKETPLACE ","  ","    ",": #12-1254                              ","  ","                         ","  ","    "
"17-0028551","0","05/08/2017","11:07:02","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","    ","","85      ","  ","SOUTHAMPTON              ","  ","ST  ",": @ON THE RUN - 85 SOUTHAMPTON ST, ROXBU","  ","                         ","  ","    "
"17-0028552","0","05/08/2017","11:12:10","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","30      ","  ","GARRISON                 ","  ","ST  ",": #16-1565                              ","  ","                         ","  ","    "
"17-0028553","0","05/08/2017","11:18:11","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02215     ","464 ","Barracks, dormitory                               ","285     ","  ","BABCOCK                  ","  ","ST  ",": #BU119                                ","  ","                         ","  ","    "
"17-0028555","0","05/08/2017","11:20:18","653 ","Smoke from barbecue, tar kettle                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","936 ","Vacant lot                                        ","99      ","  ","MAPLE                    ","  ","PL  ","                                        ","  ","                         ","  ","    "
"17-0028557","0","05/08/2017","11:23:46","900T","BFD Drill                                         ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","963 ","Street or road in commercial area                 ","208     ","  ","TERMINAL                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028558","0","05/08/2017","11:27:23","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","900 ","Outside or special property, Other                ","777     ","  ","WILLIAM T MORRISSEY      ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0028560","0","05/08/2017","11:37:35","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","100 ","Assembly, Other                                   ","5       ","  ","G                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028561","0","05/08/2017","11:51:44","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","330     ","  ","BROOKLINE                ","  ","AVE ",": #12-2353                              ","  ","                         ","  ","    "
"17-0028565","0","05/08/2017","12:07:17","741 ","Sprinkler activation, no fire - unintentional     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","500 ","Mercantile, business, Other                       ","11      ","  ","FAN PIER                 ","  ","BLVD",": @VERTEX PHARMACEUTICALS - 11 FAN PIER ","  ","                         ","  ","    "
"17-0028566","0","05/08/2017","12:14:31","554 ","Assist invalid                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","910     ","E ","BROADWAY                 ","  ","    ","                                        ","  ","                         ","  ","    "
"17-0028571","0","05/08/2017","12:52:21","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","200 ","Educational, Other                                ","150     ","  ","TREMONT                  ","  ","ST  ",": #16-1451                              ","  ","                         ","  ","    "
"17-0028577","0","05/08/2017","13:17:58","442 ","Overheated motor                                  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","60      ","  ","FENWOOD                  ","  ","RD  ",": #13-2378                              ","  ","                         ","  ","    "
"17-0028578","0","05/08/2017","13:27:42","621 ","Wrong location                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","331 ","Hospital - medical or psychiatric                 ","776     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028579","0","05/08/2017","13:35:31","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","140 ","Clubs, Other                                      ","776     ","  ","WASHINGTON               ","  ","ST  ",": @YMCA-DORCHESTER YMCA - 776 WASHINGTON","  ","                         ","  ","    "
"17-0028580","0","05/08/2017","13:35:45","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","110     ","  ","LIVERMORE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028584","0","05/08/2017","13:48:54","511 ","Lock-out                                          ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","962 ","Residential street, road or residential driveway  ","72      ","  ","WOODRUFF                 ","  ","WAY ","                                        ","  ","                         ","  ","    "
"17-0028587","0","05/08/2017","14:00:12","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","1234    ","  ","COLUMBUS                 ","  ","AVE ",": #15-2247                              ","  ","                         ","  ","    "
"17-0028588","0","05/08/2017","14:01:17","141 ","Forest, woods or wildland fire                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","931 ","Open land or field                                ","        ","  ","TURTLE POND              ","  ","PKWY","                                        ","  ","ENNEKING                 ","  ","PKWY"
"17-0028590","0","05/08/2017","14:05:09","131 ","Passenger vehicle fire                            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","900 ","Outside or special property, Other                ","40      ","  ","BATTERY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028591","0","05/08/2017","14:11:22","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","200 ","Educational, Other                                ","150     ","  ","TREMONT                  ","  ","ST  ",": #16-1451                              ","  ","                         ","  ","    "
"17-0028593","0","05/08/2017","14:27:01","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","290-296 ","  ","HANOVER                  ","  ","ST  ",": #CLM698                               ","  ","                         ","  ","    "
"17-0028594","0","05/08/2017","14:30:36","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","140 ","Clubs, Other                                      ","80      ","  ","TALBOT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0028595","0","05/08/2017","14:33:24","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","646     ","  ","BEECH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028597","0","05/08/2017","14:39:01","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","400 ","Residential, Other                                ","731     ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028598","0","05/08/2017","14:52:08","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","150 ","Public or government, Other                       ","493     ","  ","CENTRE                   ","  ","ST  ",": @SCH-CURLEY UPPER SCHOOL              ","  ","                         ","  ","    "
"17-0028599","0","05/08/2017","15:00:58","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","9       ","  ","ALBAN                    ","  ","ST  ",": #INS1137                              ","  ","                         ","  ","    "
"17-0028601","0","05/08/2017","15:08:36","500 ","Service Call, other                               ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","UUU ","Undetermined                                      ","105     ","  ","THIRTEENTH               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028605","0","05/08/2017","15:22:47","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","963 ","Street or road in commercial area                 ","        ","  ","PARKER HILL              ","  ","AVE ","                                        ","  ","HUNTINGTON               ","  ","AVE "
"17-0028606","0","05/08/2017","15:25:29","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","592 ","Bank                                              ","687     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028607","0","05/08/2017","15:25:43","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","43      ","  ","PARAGON                  ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0028609","0","05/08/2017","15:44:21","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","1850-184","  ","COMMONWEALTH             ","  ","AVE ",": #WYN653                               ","  ","                         ","  ","    "
"17-0028610","0","05/08/2017","15:45:23","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","116 ","Swimming facility: indoor or outdoor              ","1       ","  ","NORTH POINT              ","  ","DR  ",": #13-1917                              ","  ","                         ","  ","    "
"17-0028612","0","05/08/2017","16:09:48","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","500 ","Mercantile, business, Other                       ","501     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028615","0","05/08/2017","16:21:17","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","155     ","  ","LAMARTINE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028616","0","05/08/2017","16:24:17","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","214     ","  ","HARVARD                  ","  ","ST  ",": #AFA7985                              ","  ","                         ","  ","    "
"17-0028617","0","05/08/2017","16:28:49","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","581     ","  ","NORFOLK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028619","0","05/08/2017","16:43:30","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","    ","","161     ","S ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0028620","0","05/08/2017","16:46:17","400 ","Hazardous condition, Other                        ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","825     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0028621","0","05/08/2017","16:51:21","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","    ","","130     ","  ","DORCHESTER               ","  ","ST  ",": @LTC-MARIAN MANOR                     ","  ","                         ","  ","    "
"17-0028622","0","05/08/2017","16:51:44","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","131 ","Church, mosque, synagogue, temple, chapel         ","195     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0028624","0","05/08/2017","16:52:48","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","85      ","W ","NEWTON                   ","  ","ST  ",": #PAT4617                              ","  ","                         ","  ","    "
"17-0028625","0","05/08/2017","16:54:13","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","119     ","  ","DORCHESTER               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028628","0","05/08/2017","17:03:56","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","25      ","  ","SOUTH POINT              ","  ","DR  ",": #13-1919                              ","  ","                         ","  ","    "
"17-0028629","0","05/08/2017","17:04:47","554 ","Assist invalid                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","28      ","  ","WALLINGFORD              ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0028630","0","05/08/2017","17:05:16","442 ","Overheated motor                                  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","161 ","Restaurant or cafeteria                           ","301     ","  ","WARREN                   ","  ","ST  ",": @MCDONALDS - 301 WARREN ST, ROXBURY   ","  ","                         ","  ","    "
"17-0028631","0","05/08/2017","17:06:53","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","963 ","Street or road in commercial area                 ","        ","  ","DORCHESTER               ","  ","AVE ","                                        ","W ","FOURTH                   ","  ","ST  "
"17-0028632","0","05/08/2017","17:12:53","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","131 ","Church, mosque, synagogue, temple, chapel         ","100     ","  ","MALCOLM X                ","  ","BLVD",": @CH-ISLAMIC SOCIETY MOSQUE - 100 MALCO","  ","                         ","  ","    "
"17-0028634","0","05/08/2017","17:18:05","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","48      ","  ","WESTMINSTER              ","  ","CT  ","                                        ","  ","                         ","  ","    "
"17-0028635","0","05/08/2017","17:23:32","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","419 ","1 or 2 family dwelling                            ","9       ","  ","MOUNT BOWDOIN            ","  ","TER ","                                        ","  ","                         ","  ","    "
"17-0028638","0","05/08/2017","17:38:25","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","131 ","Church, mosque, synagogue, temple, chapel         ","206     ","  ","CLARENDON                ","  ","ST  ",": @TRINITY CHURCH - 206 CLARENDON ST, BO","  ","                         ","  ","    "
"17-0028639","0","05/08/2017","17:39:55","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","227     ","  ","BOWEN                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028640","0","05/08/2017","17:40:03","710 ","Malicious, mischievous false call, Other          ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","214     ","  ","HARVARD                  ","  ","ST  ",": #AFA7985                              ","  ","                         ","  ","    "
"17-0028641","0","05/08/2017","17:48:52","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","        ","  ","ASHMONT                  ","  ","ST  ",": #3442:ASHMONT ST/OCEAN ST             ","  ","OCEAN                    ","  ","ST  "
"17-0028643","0","05/08/2017","17:50:50","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","419 ","1 or 2 family dwelling                            ","128     ","  ","GLENWAY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028647","0","05/08/2017","18:01:01","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","400 ","Residential, Other                                ","25      ","  ","SOUTH POINT              ","  ","DR  ",": #13-1919                              ","  ","                         ","  ","    "
"17-0028648","0","05/08/2017","18:28:01","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","900 ","Outside or special property, Other                ","        ","  ","COMMERCIAL               ","  ","ST  ","                                        ","  ","BATTERY                  ","  ","ST  "
"17-0028650","0","05/08/2017","18:29:32","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","285     ","  ","COLUMBUS                 ","  ","AVE ",": @CVS/PHARMACY - 285 COLUMBUS AVE, BOST","  ","                         ","  ","    "
"17-0028651","0","05/08/2017","18:29:40","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","330     ","  ","BROOKLINE                ","  ","AVE ",": #12-2353                              ","  ","                         ","  ","    "
"17-0028652","0","05/08/2017","18:38:48","510 ","Person in distress, Other                         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","18      ","  ","GENERAL JOZEF PILSUDSKI  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"17-0028653","0","05/08/2017","18:39:51","552 ","Police matter                                     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","CRESCENT                 ","  ","AVE ","                                        ","  ","SYDNEY                   ","  ","ST  "
"17-0028656","0","05/08/2017","19:02:54","511 ","Lock-out                                          ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","900 ","Outside or special property, Other                ","15      ","  ","BELLEVUE                 ","  ","ST  ",": @YMCA-WEST ROXBURY YMCA - 15 BELLEVUE ","  ","                         ","  ","    "
"17-0028659","0","05/08/2017","19:23:35","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","963 ","Street or road in commercial area                 ","355     ","  ","AMORY                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028660","0","05/08/2017","19:25:24","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","    ","","        ","  ","SAINT ALPHONSUS          ","  ","ST  ",": alias ST ALPHON/TRE                   ","  ","TREMONT                  ","  ","ST  "
"17-0028661","0","05/08/2017","19:26:48","400 ","Hazardous condition, Other                        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","549 ","Specialty shop                                    ","639     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028663","0","05/08/2017","19:33:16","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","40      ","  ","THOMAS                   ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0028665","0","05/08/2017","19:43:23","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","961 ","Highway or divided highway                        ","        ","  ","MELNEA CASS              ","  ","BLVD",": alias MELNEA CASS BLVD/PULASKI SKWY RX","  ","GENERAL CASIMIR PULASKI  ","  ","SKWY"
"17-0028667","0","05/08/2017","20:12:07","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","439 ","Boarding/rooming house, residential hotels        ","1734    ","  ","WASHINGTON               ","  ","ST  ",": #CLM736                               ","  ","                         ","  ","    "
"17-0028668","0","05/08/2017","20:14:04","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","36-40-44","  ","QUINT                    ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0028669","0","05/08/2017","20:17:01","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","46      ","  ","WESTLAND                 ","  ","AVE ",": #INS333                               ","  ","                         ","  ","    "
"17-0028670","0","05/08/2017","20:22:57","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","429 ","Multifamily dwelling                              ","1       ","  ","PARK                     ","  ","LN  ",": #14-7125                              ","  ","                         ","  ","    "
"17-0028671","0","05/08/2017","20:26:32","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","906     ","  ","ALBANY                   ","  ","ST  ",": @SCH-ORCHARD GARDENS ELEM & MIDDLE - 9","  ","                         ","  ","    "
"17-0028672","0","05/08/2017","20:27:21","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","429 ","Multifamily dwelling                              ","21      ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028673","0","05/08/2017","20:31:07","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","533     ","  ","CAMBRIDGE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028675","0","05/08/2017","20:36:44","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","    ","","1575    ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028676","0","05/08/2017","20:42:00","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","3       ","  ","THOMAS                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028677","0","05/08/2017","20:42:06","111 ","Building fire                                     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","570     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028678","0","05/08/2017","20:44:16","710 ","Malicious, mischievous false call, Other          ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","214     ","  ","HARVARD                  ","  ","ST  ",": #AFA7985                              ","  ","                         ","  ","    "
"17-0028681","0","05/08/2017","21:21:48","522 ","Water or steam leak                               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","259     ","E ","EIGHTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028682","0","05/08/2017","21:22:34","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","138-148 ","  ","DUDLEY                   ","  ","ST  ",": #AFA7974                              ","  ","                         ","  ","    "
"17-0028683","0","05/08/2017","21:34:49","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","1619    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0028692","0","05/08/2017","22:52:38","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","519 ","Food and beverage sales, grocery store            ","951     ","  ","BENNINGTON               ","  ","ST  ",": @DUNKIN DONUTS - 951 BENNINGTON ST, EA","  ","                         ","  ","    "
"17-0028693","0","05/08/2017","22:54:30","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","210     ","  ","LONGWOOD                 ","  ","AVE ",": #HAR363                               ","  ","                         ","  ","    "
"17-0028695","0","05/08/2017","23:02:23","900A","FIU activity  (not covered by other inc types)    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","215 ","High school/junior high school/middle school      ","95      ","  ","G                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028696","0","05/08/2017","23:08:32","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","10      ","  ","GILMER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028697","0","05/08/2017","23:16:07","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","330     ","  ","BROOKLINE                ","  ","AVE ",": #12-2353                              ","  ","                         ","  ","    "
"17-0028698","0","05/08/2017","23:33:06","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","75      ","  ","FRANCIS                  ","  ","ST  ",": #16-2356                              ","  ","                         ","  ","    "
"17-0028699","0","05/08/2017","23:39:29","551 ","Assist police or other governmental agency        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","174 ","Rapid transit station                             ","650     ","  ","ATLANTIC                 ","  ","AVE ",": @RR-SOUTH STATION                     ","  ","                         ","  ","    "
"17-0028702","0","05/09/2017","00:13:52","113 ","Cooking fire, confined to container               ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","29      ","  ","CHELSEA                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028705","0","05/09/2017","00:47:10","710 ","Malicious, mischievous false call, Other          ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","214     ","  ","HARVARD                  ","  ","ST  ",": #AFA7985                              ","  ","                         ","  ","    "
"17-0028709","0","05/09/2017","02:01:35","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","900 ","Outside or special property, Other                ","        ","  ","ALMONT                   ","  ","ST  ",": #3655                                 ","  ","BLUE HILL                ","  ","AVE "
"17-0028710","0","05/09/2017","02:28:22","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","419 ","1 or 2 family dwelling                            ","170     ","  ","SAINT ALPHONSUS          ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0028711","0","05/09/2017","03:16:40","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","449 ","Hotel/motel, commercial                           ","50      ","  ","PARK                     ","  ","PLZ ",": #12-1519                              ","  ","                         ","  ","    "
"17-0028716","0","05/09/2017","04:45:27","710 ","Malicious, mischievous false call, Other          ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","214     ","  ","HARVARD                  ","  ","ST  ",": #AFA7985                              ","  ","                         ","  ","    "
