"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0073305","0","11/04/2017","01:43:21","700 ","False alarm or false call, Other                  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","331 ","Hospital - medical or psychiatric                 ","44      ","  ","BINNEY                   ","  ","ST  ",": #12-2351                              ","  ","                         ","  ","    "
"17-0073307","0","11/04/2017","02:47:47","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","38-46   ","  ","BURBANK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073308","0","11/04/2017","02:51:32","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","419 ","1 or 2 family dwelling                            ","11B     ","  ","ISLINGTON                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073310","0","11/04/2017","03:23:42","511 ","Lock-out                                          ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","320     ","W ","SECOND                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073312","0","11/04/2017","03:51:35","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","40      ","E ","SPRINGFIELD              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073313","0","11/04/2017","03:52:55","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","        ","  ","MORTON                   ","  ","ST  ","                                        ","  ","FULLER                   ","  ","ST  "
"17-0073314","0","11/04/2017","04:12:34","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","965 ","Vehicle parking area                              ","100     ","  ","CLARENDON                ","  ","ST  ",": #14-1547                              ","  ","                         ","  ","    "
"17-0073317","0","11/04/2017","04:23:22","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","900 ","Outside or special property, Other                ","        ","  ","MELNEA CASS              ","  ","BLVD","                                        ","  ","SHAWMUT                  ","  ","AVE "
"17-0073322","0","11/04/2017","06:14:25","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","100 ","Assembly, Other                                   ","100     ","  ","HUNTINGTON               ","  ","AVE ",": @BLDG-COPLEY PL                       ","  ","                         ","  ","    "
"17-0073323","0","11/04/2017","06:47:11","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","               ","","00000     ","961 ","Highway or divided highway                        ","        ","  ","STORROW                  ","  ","    ",": @BR-LONGFELLOW                        ","  ","                         ","  ","    "
"17-0073324","0","11/04/2017","06:48:34","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","    ","","50      ","  ","BOWER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073326","0","11/04/2017","07:02:52","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","330     ","  ","BROOKLINE                ","  ","AVE ",": #12-2353                              ","  ","                         ","  ","    "
"17-0073327","0","11/04/2017","07:04:54","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","110     ","  ","PETERBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073329","0","11/04/2017","07:23:51","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","131 ","Church, mosque, synagogue, temple, chapel         ","138     ","  ","TREMONT                  ","  ","ST  ",": #CLM650                               ","  ","                         ","  ","    "
"17-0073330","0","11/04/2017","07:33:05","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","        ","  ","RAMP - RT 93 TO MASSACHUS","  ","    ","                                        ","  ","                         ","  ","    "
"17-0073331","0","11/04/2017","07:59:33","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","475     ","E ","FOURTH                   ","  ","ST  ",": #WYN3535                              ","  ","                         ","  ","    "
"17-0073334","0","11/04/2017","08:15:42","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","11      ","  ","BOWDOIN                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0073335","0","11/04/2017","08:31:41","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","1200    ","  ","ADAMS                    ","  ","ST  ",": #WYN3943                              ","  ","                         ","  ","    "
"17-0073340","0","11/04/2017","09:16:37","113 ","Cooking fire, confined to container               ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","19      ","  ","MARION                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073343","0","11/04/2017","09:33:31","900A","FIU activity  (not covered by other inc types)    ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","200 ","Educational, Other                                ","515     ","  ","HYDE PARK                ","  ","AVE ",": @SCH-BOSTON PUBLIC SCHOOLS - 515 HYDE ","  ","                         ","  ","    "
"17-0073346","0","11/04/2017","09:36:22","500 ","Service Call, other                               ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","WAVERLY                  ","  ","ST  "
"17-0073347","0","11/04/2017","09:39:52","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","               ","","02132     ","    ","","        ","N ","WASHINGTON               ","  ","ST  ",": EST PINECLIFF RD/WASHINGTON ST WR BSTN","  ","                         ","  ","    "
"17-0073348","0","11/04/2017","09:42:40","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02120     ","131 ","Church, mosque, synagogue, temple, chapel         ","65      ","  ","WINDSOR                  ","  ","ST  ",": @CH-UNITED EMMANUEL HOLINESS CHR - 65 ","  ","                         ","  ","    "
"17-0073349","0","11/04/2017","09:44:14","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","419 ","1 or 2 family dwelling                            ","140     ","W ","CONCORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073350","0","11/04/2017","09:59:30","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","400 ","Residential, Other                                ","555-559 ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073351","0","11/04/2017","10:00:38","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","623     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073352","0","11/04/2017","10:03:13","900T","BFD Drill                                         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","599 ","Business office                                   ","60      ","  ","STATE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073353","0","11/04/2017","10:20:13","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","INNER HARBOR             ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"17-0073354","0","11/04/2017","10:21:22","554 ","Assist invalid                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","11      ","  ","SHANLEY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073357","0","11/04/2017","10:25:13","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","1096    ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0073360","0","11/04/2017","10:45:28","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","962 ","Residential street, road or residential driveway  ","        ","  ","F                        ","  ","ST  ",": alias F ST/W 5TH ST                   ","W ","FIFTH                    ","  ","ST  "
"17-0073361","0","11/04/2017","10:50:21","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","1298    ","  ","COMMONWEALTH             ","  ","AVE ",": #WYN413                               ","  ","                         ","  ","    "
"17-0073362","0","11/04/2017","11:02:33","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","10      ","  ","BREED                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073364","0","11/04/2017","11:20:23","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02203     ","599 ","Business office                                   ","15      ","  ","NEW SUDBURY              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073365","0","11/04/2017","11:30:16","500 ","Service Call, other                               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","176     ","  ","SEAVER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073366","0","11/04/2017","11:40:29","551 ","Assist police or other governmental agency        ","0.0000","0.0000","03   ","               ","","00000     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","OUTER HARBOR             ","  ","    ",": @BOSTON HARBOR - OUTER (CASTLE ISLAND ","  ","                         ","  ","    "
"17-0073367","0","11/04/2017","11:41:02","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","963 ","Street or road in commercial area                 ","        ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","WORCESTER                ","  ","SQ  "
"17-0073368","0","11/04/2017","11:44:45","900 ","Special type of incident, Other                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","366     ","W ","FOURTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073369","0","11/04/2017","11:45:49","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","519 ","Food and beverage sales, grocery store            ","246     ","  ","BORDER                   ","  ","ST  ",": @SHAWS SUPERMARKET - 246 BORDER ST, EA","  ","                         ","  ","    "
"17-0073370","0","11/04/2017","11:49:14","900 ","Special type of incident, Other                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","372     ","W ","FOURTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073373","0","11/04/2017","12:06:30","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","900 ","Outside or special property, Other                ","        ","  ","GREENWOOD                ","  ","ST  ",": #3367                                 ","  ","MAYBROOK                 ","  ","ST  "
"17-0073374","0","11/04/2017","12:12:42","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","962 ","Residential street, road or residential driveway  ","54      ","  ","UNION                    ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0073375","0","11/04/2017","12:13:42","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","400 ","Residential, Other                                ","30      ","S ","BREMEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073376","0","11/04/2017","12:19:43","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","400 ","Residential, Other                                ","68      ","  ","SIERRA                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0073378","0","11/04/2017","12:23:54","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","951 ","Railroad right-of-way                             ","135-143 ","  ","CAUSEWAY                 ","  ","ST  ",": #33-1313                              ","  ","                         ","  ","    "
"17-0073379","0","11/04/2017","12:27:26","500 ","Service Call, other                               ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","963 ","Street or road in commercial area                 ","791     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073380","0","11/04/2017","12:29:10","552 ","Police matter                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","900 ","Outside or special property, Other                ","        ","  ","KNEELAND                 ","  ","ST  ","                                        ","  ","TYLER                    ","  ","ST  "
"17-0073382","0","11/04/2017","12:34:34","131 ","Passenger vehicle fire                            ","20000.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","963 ","Street or road in commercial area                 ","650     ","  ","ATLANTIC                 ","  ","AVE ",": @RR-SOUTH STATION                     ","  ","                         ","  ","    "
"17-0073383","0","11/04/2017","12:36:22","400 ","Hazardous condition, Other                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","1203    ","  ","BOYLSTON                 ","  ","ST  ",": #WYN542                               ","  ","                         ","  ","    "
"17-0073384","0","11/04/2017","12:43:28","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","500 ","Mercantile, business, Other                       ","470     ","W ","BROADWAY                 ","  ","    ",": #WYN4599                              ","  ","                         ","  ","    "
"17-0073386","0","11/04/2017","12:45:08","522 ","Water or steam leak                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","400 ","Residential, Other                                ","3       ","  ","MONADNOCK                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073387","0","11/04/2017","12:47:47","510 ","Person in distress, Other                         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","449 ","Hotel/motel, commercial                           ","65      ","  ","SEAPORT                  ","  ","BLVD",": @HOTEL-YOTEL - 65 SEAPORT BLVD, SOUTH ","  ","                         ","  ","    "
"17-0073388","0","11/04/2017","12:49:17","731 ","Sprinkler activation due to malfunction           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","364     ","  ","BROOKLINE                ","  ","AVE ",": #14-2358                              ","  ","                         ","  ","    "
"17-0073389","0","11/04/2017","13:11:56","400 ","Hazardous condition, Other                        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","400 ","Residential, Other                                ","3       ","  ","MONADNOCK                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073390","0","11/04/2017","13:12:08","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","161 ","Restaurant or cafeteria                           ","223     ","  ","GROVE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073393","0","11/04/2017","13:33:31","511 ","Lock-out                                          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","965 ","Vehicle parking area                              ","304     ","  ","WESTERN                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0073394","0","11/04/2017","13:42:06","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","545     ","  ","BOYLSTON                 ","  ","ST  ",": @CH-TRINITY CHURCH - 545 BOYLSTON ST #","  ","                         ","  ","    "
"17-0073396","0","11/04/2017","13:44:48","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","931 ","Open land or field                                ","85      ","  ","ALLSTON                  ","  ","ST  ",": @PARK-RINGER PLAYGROUND               ","  ","                         ","  ","    "
"17-0073400","0","11/04/2017","14:13:35","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","582     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0073406","0","11/04/2017","14:41:42","137 ","Camper or recreational vehicle (RV) fire          ","10000.0000","1000.0000","09   ","RX             ","Roxbury                                           ","02119     ","962 ","Residential street, road or residential driveway  ","        ","  ","DALE                     ","  ","ST  ","                                        ","  ","ROCKLAND                 ","  ","ST  "
"17-0073407","0","11/04/2017","14:59:44","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","UUU ","Undetermined                                      ","2875    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073409","0","11/04/2017","15:08:28","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","429 ","Multifamily dwelling                              ","150     ","  ","NORTHAMPTON              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073410","0","11/04/2017","15:14:47","700 ","False alarm or false call, Other                  ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","77      ","  ","OLD HARBOR               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073413","0","11/04/2017","15:23:19","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","286     ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073416","0","11/04/2017","15:55:13","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","311 ","24-hour care Nursing homes, 4 or more persons     ","2311    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073419","0","11/04/2017","16:16:32","400 ","Hazardous condition, Other                        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","107     ","  ","PINCKNEY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073423","0","11/04/2017","16:41:17","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","12   ","MT             ","Mattapan                                          ","02126     ","900 ","Outside or special property, Other                ","21      ","  ","CATBIRD                  ","  ","CT  ","                                        ","  ","                         ","  ","    "
"17-0073424","0","11/04/2017","16:45:57","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","900 ","Outside or special property, Other                ","1154    ","  ","WILLIAM T MORRISSEY      ","  ","BLVD",": @CIR-NEPONSET CIRCLE                  ","  ","                         ","  ","    "
"17-0073426","0","11/04/2017","17:04:35","522 ","Water or steam leak                               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","400 ","Residential, Other                                ","66      ","  ","BEACH POINT              ","  ","PL  ","                                        ","  ","                         ","  ","    "
"17-0073427","0","11/04/2017","17:05:26","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","322 ","Alcohol or substance abuse recovery center        ","24      ","  ","ROBINWOOD                ","  ","AVE ",": #ASG659                               ","  ","                         ","  ","    "
"17-0073431","0","11/04/2017","17:26:02","511 ","Lock-out                                          ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","960 ","Street, Other                                     ","1832    ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073433","0","11/04/2017","17:51:20","522 ","Water or steam leak                               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","400 ","Residential, Other                                ","66      ","  ","BEACH POINT              ","  ","PL  ","                                        ","  ","                         ","  ","    "
"17-0073435","0","11/04/2017","18:01:36","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","500 ","Mercantile, business, Other                       ","533-541 ","  ","COLUMBIA                 ","  ","RD  ",": #INS384                               ","  ","                         ","  ","    "
"17-0073436","0","11/04/2017","18:08:21","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","963 ","Street or road in commercial area                 ","165     ","  ","KNEELAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073437","0","11/04/2017","18:16:18","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","265     ","E ","NINTH                    ","  ","ST  ",": @BHA-OLD COLONY                       ","  ","                         ","  ","    "
"17-0073438","0","11/04/2017","18:19:08","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","962 ","Residential street, road or residential driveway  ","59      ","  ","CLARKWOOD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073439","0","11/04/2017","18:26:08","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","331 ","Hospital - medical or psychiatric                 ","55      ","  ","FRUIT                    ","  ","ST  ",": @ED MGH                               ","  ","                         ","  ","    "
"17-0073440","0","11/04/2017","18:26:37","500 ","Service Call, other                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","962 ","Residential street, road or residential driveway  ","193     ","  ","GARFIELD                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0073441","0","11/04/2017","18:33:31","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","        ","W ","SEVENTH                  ","  ","ST  ",": #7413                                 ","  ","DORCHESTER               ","  ","ST  "
"17-0073445","0","11/04/2017","19:06:39","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","500 ","Mercantile, business, Other                       ","251     ","  ","HUNTINGTON               ","  ","AVE ",": #15-1566                              ","  ","                         ","  ","    "
"17-0073447","0","11/04/2017","19:16:17","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","227     ","  ","RIVER                    ","  ","ST  ",": #WYN4345                              ","  ","                         ","  ","    "
"17-0073448","0","11/04/2017","19:16:49","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","960 ","Street, Other                                     ","        ","  ","BELLVISTA                ","  ","RD  ","                                        ","  ","WOODSTOCK                ","  ","AVE "
"17-0073449","0","11/04/2017","19:21:22","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","940 ","Water area, Other                                 ","        ","  ","BFD Marine Unit Inlet    ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"17-0073450","0","11/04/2017","19:22:08","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","940 ","Water area, Other                                 ","        ","  ","BFD Marine Unit Inlet    ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"17-0073453","0","11/04/2017","19:30:59","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02467     ","429 ","Multifamily dwelling                              ","17      ","  ","WESTGATE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0073454","0","11/04/2017","19:40:58","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","900 ","Outside or special property, Other                ","220     ","  ","BUNKER HILL              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073459","0","11/04/2017","20:31:56","653 ","Smoke from barbecue, tar kettle                   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","131     ","  ","ORLEANS                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073460","0","11/04/2017","20:34:27","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","        ","  ","BROOKSIDE                ","  ","AVE ",": #2435                                 ","  ","CORNWALL                 ","  ","ST  "
"17-0073461","0","11/04/2017","20:38:29","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","519 ","Food and beverage sales, grocery store            ","280     ","  ","HUNTINGTON               ","  ","AVE ",": @UNOS CHICAGO GRILL-280 HUNTINGTON AVE","  ","                         ","  ","    "
"17-0073462","0","11/04/2017","20:54:53","111 ","Building fire                                     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","519 ","Food and beverage sales, grocery store            ","46      ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073463","0","11/04/2017","21:12:59","552 ","Police matter                                     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","        ","  ","HANNON                   ","  ","ST  ",": #3533                                 ","  ","NORFOLK                  ","  ","ST  "
"17-0073464","0","11/04/2017","21:14:51","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","        ","  ","ESSEX                    ","  ","ST  ","                                        ","  ","WASHINGTON               ","  ","ST  "
"17-0073466","0","11/04/2017","21:21:48","552 ","Police matter                                     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","11      ","  ","KENBERMA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0073468","0","11/04/2017","21:29:53","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","131 ","Church, mosque, synagogue, temple, chapel         ","100     ","  ","MALCOLM X                ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0073469","0","11/04/2017","21:59:14","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","400 ","Residential, Other                                ","109     ","  ","WEBSTER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073471","0","11/04/2017","22:00:31","511 ","Lock-out                                          ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","400 ","Residential, Other                                ","58      ","  ","ANNUNCIATION             ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0073473","0","11/04/2017","22:29:32","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","2030    ","  ","COLUMBUS                 ","  ","AVE ",": #INS347                               ","  ","                         ","  ","    "
"17-0073474","0","11/04/2017","22:35:54","113 ","Cooking fire, confined to container               ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","5300    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0073475","0","11/04/2017","22:46:42","713 ","Telephone, malicious false alarm                  ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","160 ","Eating, drinking places, other                    ","635     ","  ","HYDE PARK                ","  ","AVE ",": @DELICIAS DOMINICANAS - 635 HYDE PARK ","  ","                         ","  ","    "
