"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0043930","0","07/10/2017","10:32:48","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","541     ","  ","SHAWMUT                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0043933","0","07/10/2017","10:43:18","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","960 ","Street, Other                                     ","6       ","  ","NEWBURY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043934","0","07/10/2017","10:44:50","131 ","Passenger vehicle fire                            ","2000.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","960 ","Street, Other                                     ","36      ","  ","MILTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043935","0","07/10/2017","10:48:41","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","460 ","Dormitory-type residence, other                   ","30      ","  ","ROCKLAND                 ","  ","ST  ",": @LTC-30 ROCKLAND ST ROXBURY MA        ","  ","                         ","  ","    "
"17-0043940","0","07/10/2017","11:11:08","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","85      ","  ","SIERRA                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0043942","0","07/10/2017","11:28:44","111 ","Building fire                                     ","5000.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","112     ","  ","MINDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043942","1","07/10/2017","11:28:44","111 ","Building fire                                     ","5000.0000","0.0000","09   ","               ","","02130     ","419 ","1 or 2 family dwelling                            ","116     ","  ","MINDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043943","0","07/10/2017","11:46:46","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","963 ","Street or road in commercial area                 ","        ","  ","SOMERSET                 ","  ","ST  ","                                        ","  ","CAMBRIDGE                ","  ","ST  "
"17-0043946","0","07/10/2017","12:16:41","143 ","Grass fire                                        ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","900 ","Outside or special property, Other                ","        ","  ","CAMDEN                   ","  ","ST  ","                                        ","  ","COLUMBUS                 ","  ","AVE "
"17-0043947","0","07/10/2017","12:17:38","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","ALLERTON                 ","  ","ST  ","                                        ","  ","PEIRSON                  ","  ","ST  "
"17-0043951","0","07/10/2017","12:37:15","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","600 ","Ind., utility, defense, agriculture, mining, other","275     ","  ","DORCHESTER               ","  ","AVE ",": #18-721                               ","  ","                         ","  ","    "
"17-0043953","0","07/10/2017","12:44:59","500 ","Service Call, other                               ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","965 ","Vehicle parking area                              ","31      ","  ","HARRISON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043954","0","07/10/2017","12:54:16","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","150 ","Public or government, Other                       ","700     ","E ","FOURTH                   ","  ","ST  ",": @BFD ENG 2                            ","  ","                         ","  ","    "
"17-0043955","0","07/10/2017","12:55:32","554 ","Assist invalid                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","323 ","Asylum, mental institution                        ","889     ","  ","HARRISON                 ","  ","AVE ",": @ROSIES PLACE - 889 HARRISON AVE, ROXB","  ","                         ","  ","    "
"17-0043957","0","07/10/2017","12:59:07","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","940 ","Water area, Other                                 ","        ","  ","BOSTON HARBOR            ","  ","    ",": @OUTER HARBOR (CASTLE ISLAND TO BOSTON","  ","                         ","  ","    "
"17-0043958","0","07/10/2017","13:02:00","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","920     ","  ","ADAMS                    ","  ","ST  ",": @CEM-CEDAR GROVE CEMETERY - 920 ADAMS ","  ","                         ","  ","    "
"17-0043964","0","07/10/2017","13:25:43","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02203     ","160 ","Eating, drinking places, other                    ","55      ","  ","COURT                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043966","0","07/10/2017","13:27:48","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","962 ","Residential street, road or residential driveway  ","2399    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043967","0","07/10/2017","13:33:22","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","960 ","Street, Other                                     ","        ","  ","READVILLE                ","  ","ST  ","                                        ","  ","WATERLOO                 ","  ","ST  "
"17-0043968","0","07/10/2017","13:44:03","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","200 ","Educational, Other                                ","80      ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043973","0","07/10/2017","14:03:06","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","460 ","Dormitory-type residence, other                   ","8       ","  ","KITTREDGE                ","  ","ST  ",": #INS436                               ","  ","                         ","  ","    "
"17-0043974","0","07/10/2017","14:05:02","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","599 ","Business office                                   ","451     ","  ","D                        ","  ","ST  ",": #14-712                               ","  ","                         ","  ","    "
"17-0043976","0","07/10/2017","14:15:41","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","330     ","  ","BOWDOIN                  ","  ","ST  ",": #12-1892                              ","  ","                         ","  ","    "
"17-0043978","0","07/10/2017","14:20:00","553 ","Public service                                    ","0.0000","0.0000","06   ","BO             ","Boston                                            ","02110     ","888 ","Fire station                                      ","125     ","  ","PURCHASE                 ","  ","ST  ",": @BFD ENG 10                           ","  ","                         ","  ","    "
"17-0043980","0","07/10/2017","14:20:25","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","449 ","Hotel/motel, commercial                           ","40      ","  ","BERKELEY                 ","  ","ST  ",": #CLM370                               ","  ","                         ","  ","    "
"17-0043982","0","07/10/2017","14:28:05","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","399     ","  ","BOYLSTON                 ","  ","ST  ",": #15-1534                              ","  ","                         ","  ","    "
"17-0043984","0","07/10/2017","14:35:39","111 ","Building fire                                     ","10000.0000","5000.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","104     ","  ","SELDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043986","0","07/10/2017","14:48:42","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","14      ","  ","LYNDHURST                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043987","0","07/10/2017","14:48:57","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","        ","  ","NORTHAMPTON              ","  ","ST  ","                                        ","  ","ALBANY                   ","  ","ST  "
"17-0043988","0","07/10/2017","14:53:51","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","960 ","Street, Other                                     ","16      ","  ","WINTER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043989","0","07/10/2017","15:04:15","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","9       ","  ","BEALE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043992","0","07/10/2017","15:15:23","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","85      ","  ","DRAPER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043993","0","07/10/2017","15:15:38","551 ","Assist police or other governmental agency        ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","962 ","Residential street, road or residential driveway  ","        ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","ALASKA                   ","  ","ST  "
"17-0043994","0","07/10/2017","15:24:20","553 ","Public service                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","57      ","  ","HARVARD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0043996","0","07/10/2017","15:37:59","553 ","Public service                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","47      ","  ","HARVARD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044002","0","07/10/2017","16:10:00","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","2322    ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044003","0","07/10/2017","16:10:53","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","439 ","Boarding/rooming house, residential hotels        ","5       ","  ","GREENWICH                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044004","0","07/10/2017","16:12:16","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","323 ","Asylum, mental institution                        ","889     ","  ","HARRISON                 ","  ","AVE ",": @SHELTER-ROSIES PLACE FOR WOMEN 889 HA","  ","                         ","  ","    "
"17-0044005","0","07/10/2017","16:27:53","150 ","Outside rubbish fire, Other                       ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02215     ","951 ","Railroad right-of-way                             ","        ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","BOSTON UNIVERSITY        ","  ","BRG "
"17-0044007","0","07/10/2017","16:49:13","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02203     ","900 ","Outside or special property, Other                ","1       ","  ","CAMBRIDGE                ","  ","ST  ",": @MBTA STA-GOVMNT CE                   ","  ","                         ","  ","    "
"17-0044008","0","07/10/2017","16:50:10","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","888 ","Fire station                                      ","1940    ","  ","CENTRE                   ","  ","ST  ",": @BFD LAD 25                           ","  ","                         ","  ","    "
"17-0044009","0","07/10/2017","16:50:27","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","962 ","Residential street, road or residential driveway  ","9       ","  ","BOWDOIN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044013","0","07/10/2017","17:12:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","549 ","Specialty shop                                    ","450     ","  ","HARRISON                 ","  ","AVE ",": #WYN4099                              ","  ","                         ","  ","    "
"17-0044016","0","07/10/2017","17:16:22","500 ","Service Call, other                               ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","1761    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044017","0","07/10/2017","17:19:18","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","900 ","Outside or special property, Other                ","        ","  ","WILLIAM T MORRISSEY      ","  ","BLVD",": alias MORRISSEY/POPE%                 ","  ","POPES HILL               ","  ","ST  "
"17-0044018","0","07/10/2017","17:22:11","600 ","Good intent call, Other                           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","419 ","1 or 2 family dwelling                            ","40      ","  ","SHANNON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044024","0","07/10/2017","17:48:01","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","2400    ","  ","WASHINGTON               ","  ","ST  ",": @BOSTON POLICE DEPT - 2400 WASHINGTON ","  ","                         ","  ","    "
"17-0044025","0","07/10/2017","17:52:56","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","460     ","  ","BLUE HILL                ","  ","AVE ",": @STOP & SHOP SUPERMARKET - 460 BLUE HI","  ","                         ","  ","    "
"17-0044028","0","07/10/2017","18:01:17","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","1       ","  ","VIKING                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044029","0","07/10/2017","18:02:45","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","    ","","        ","  ","KEMBLE                   ","  ","ST  ","                                        ","  ","READING                  ","  ","ST  "
"17-0044031","0","07/10/2017","18:10:47","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","174 ","Rapid transit station                             ","426     ","  ","WASHINGTON               ","  ","ST  ",": @MBTA STA-DT CR ORG                   ","  ","                         ","  ","    "
"17-0044033","0","07/10/2017","18:21:23","542 ","Animal rescue                                     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","963 ","Street or road in commercial area                 ","100     ","  ","MILK                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044034","0","07/10/2017","18:22:47","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","922 ","Tunnel                                            ","587     ","  ","BOYLSTON                 ","  ","ST  ",": @CVS/PHARMACY - 587 BOYLSTON ST, BOSTO","  ","                         ","  ","    "
"17-0044035","0","07/10/2017","18:25:36","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","173 ","Bus station                                       ","25      ","  ","WARREN                   ","  ","ST  ",": @MBTA STA-DUDLEY                      ","  ","                         ","  ","    "
"17-0044038","0","07/10/2017","18:37:34","511 ","Lock-out                                          ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","900 ","Outside or special property, Other                ","401     ","  ","PARK                     ","  ","DR  ","                                        ","  ","                         ","  ","    "
"17-0044039","0","07/10/2017","18:40:14","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","119     ","  ","MARLBOROUGH              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044040","0","07/10/2017","18:42:14","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","        ","  ","DONALD                   ","  ","RD  ","                                        ","  ","BLUE HILL                ","  ","AVE "
"17-0044041","0","07/10/2017","18:43:25","552 ","Police matter                                     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","900 ","Outside or special property, Other                ","326     ","  ","HANOVER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044047","0","07/10/2017","18:58:36","400 ","Hazardous condition, Other                        ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","309     ","  ","D                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044049","0","07/10/2017","19:12:58","551 ","Assist police or other governmental agency        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","960 ","Street, Other                                     ","1922    ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0044051","0","07/10/2017","19:19:57","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","963 ","Street or road in commercial area                 ","1165    ","  ","WILLIAM J DAY            ","  ","BLVD",": alias 1165 WILLIAM DAY                ","  ","                         ","  ","    "
"17-0044052","0","07/10/2017","19:20:30","700 ","False alarm or false call, Other                  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","40      ","  ","ROCKVALE                 ","  ","CIR ","                                        ","  ","                         ","  ","    "
"17-0044054","0","07/10/2017","19:27:29","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","400 ","Residential, Other                                ","216     ","  ","HAVRE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044055","0","07/10/2017","19:28:31","410 ","Combustible/flammable gas/liquid condition, other ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","35      ","  ","SELDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044056","0","07/10/2017","19:29:48","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","960 ","Street, Other                                     ","        ","  ","CHILD                    ","  ","ST  ","                                        ","  ","SOUTH                    ","  ","ST  "
"17-0044057","0","07/10/2017","19:35:42","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","1352    ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0044058","0","07/10/2017","19:52:23","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","        ","  ","MASSACHUSETTS            ","  ","AVE ",": alias MASSACHUSETTS AVE/CASS BLVD RX B","  ","MELNEA CASS              ","  ","BLVD"
"17-0044060","0","07/10/2017","19:53:08","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","40-46   ","  ","WINTER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044062","0","07/10/2017","20:02:34","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","599 ","Business office                                   ","1       ","  ","POST OFFICE              ","  ","SQ  ",": #13-1283                              ","  ","                         ","  ","    "
"17-0044064","0","07/10/2017","20:06:38","424 ","Carbon monoxide incident                          ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","960 ","Street, Other                                     ","        ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","SOUTH                    ","  ","ST  "
"17-0044066","0","07/10/2017","20:13:39","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02203     ","900 ","Outside or special property, Other                ","1       ","  ","CITY HALL                ","  ","PLZ ",": @CITY HALL PLAZA                      ","  ","                         ","  ","    "
"17-0044069","0","07/10/2017","20:28:52","160 ","Special outside fire, Other                       ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","938 ","Graded and cared-for plots of land                ","28      ","  ","WELD HILL                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044070","0","07/10/2017","20:33:46","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","    ","","        ","  ","GENERAL CASIMIR PULASKI  ","  ","SKWY","                                        ","  ","                         ","  ","    "
"17-0044071","0","07/10/2017","20:39:30","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","    ","","        ","  ","MASSACHUSETTS            ","  ","AVE ",": alias MASSACHUSETTS AVE/CASS BLVD RX B","  ","MELNEA CASS              ","  ","BLVD"
"17-0044072","0","07/10/2017","20:41:26","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","450     ","  ","HANOVER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044073","0","07/10/2017","20:44:30","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","160 ","Eating, drinking places, other                    ","3       ","  ","SCHOOL                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044074","0","07/10/2017","20:45:53","511 ","Lock-out                                          ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","962 ","Residential street, road or residential driveway  ","20      ","  ","SAINT CASIMIR            ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044080","0","07/10/2017","21:07:54","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","400 ","Residential, Other                                ","52      ","  ","TEMPLE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044082","0","07/10/2017","21:22:07","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","439 ","Boarding/rooming house, residential hotels        ","30      ","  ","IROQUOIS                 ","  ","ST  ",": #AFA8248                              ","  ","                         ","  ","    "
"17-0044083","0","07/10/2017","21:28:02","511 ","Lock-out                                          ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","121 ","Ballroom, gymnasium                               ","1350    ","  ","TREMONT                  ","  ","ST  ",": @COL-RCC-REGGIE LEWIS TRACK & ATHLETIC","  ","                         ","  ","    "
"17-0044085","0","07/10/2017","21:42:57","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","    ","","129     ","  ","CHISWICK                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0044086","0","07/10/2017","21:52:24","551 ","Assist police or other governmental agency        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","960 ","Street, Other                                     ","1985    ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0044089","0","07/10/2017","21:57:13","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","961 ","Highway or divided highway                        ","1220    ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0044092","0","07/10/2017","22:10:33","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","1501    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0044094","0","07/10/2017","22:27:19","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","271     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044096","0","07/10/2017","22:41:54","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","144     ","W ","CANTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044097","0","07/10/2017","22:42:07","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","460 ","Dormitory-type residence, other                   ","757     ","  ","SHAWMUT                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0044098","0","07/10/2017","22:44:43","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","141     ","  ","DAKOTA                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044099","0","07/10/2017","22:45:17","553 ","Public service                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","250     ","  ","FIRST                    ","  ","AVE ",": @BNHP-HARBORVIEW APARTMENTS / BLDG 250","  ","                         ","  ","    "
"17-0044103","0","07/10/2017","23:04:42","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","400 ","Residential, Other                                ","23      ","  ","EVERGREEN                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044105","0","07/10/2017","23:11:40","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","        ","  ","DARTMOUTH                ","  ","ST  ","                                        ","  ","HUNTINGTON               ","  ","AVE "
"17-0044109","0","07/11/2017","00:00:27","551 ","Assist police or other governmental agency        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","960 ","Street, Other                                     ","154     ","  ","HEATH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044110","0","07/11/2017","00:05:31","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","460 ","Dormitory-type residence, other                   ","30      ","  ","ROCKLAND                 ","  ","ST  ",": @LTC-30 ROCKLAND ST ROXBURY MA        ","  ","                         ","  ","    "
"17-0044116","0","07/11/2017","01:00:00","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","400 ","Residential, Other                                ","84      ","  ","BEACON                   ","  ","ST  ",": @HAMPSHIRE HOUSE - 84 BEACON ST, BOSTO","  ","                         ","  ","    "
"17-0044119","0","07/11/2017","01:32:17","551 ","Assist police or other governmental agency        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","960 ","Street, Other                                     ","        ","  ","SCHOOL                   ","  ","ST  ","                                        ","  ","WASHINGTON               ","  ","ST  "
"17-0044126","0","07/11/2017","02:27:53","400 ","Hazardous condition, Other                        ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","22      ","  ","WARNER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044130","0","07/11/2017","03:42:06","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","WR             ","West Roxbury                                      ","02132     ","NNN ","None                                              ","22      ","  ","SUNSET HILL              ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0044131","0","07/11/2017","03:42:15","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","59A     ","  ","OLD MORTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044134","0","07/11/2017","05:12:58","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","75      ","  ","BRAINTREE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0044136","0","07/11/2017","05:30:05","500 ","Service Call, other                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","963 ","Street or road in commercial area                 ","        ","  ","ALBANY                   ","  ","ST  ","                                        ","  ","TRAVELER                 ","  ","ST  "
